N-Z,N,Z,A,EL,S2n,D_S2n,is_from_experiment,S2p,D_S2p,is_from_experiment,Qa,D_Qa,is_from_experiment,Q2b,D_Q2b,is_from_experiment,Qep,D_Qep,is_from_experiment,Qbn,D_Qbn,is_from_experiment
22,80,58,138,Ce,17199.9529,0.4977,1,13256.7296,0.4501,1,-1040.7803,0.4615,1,-5548.6847,11.6135,1,-7133.4368,0.4454,1,-12435.371,8.1464,1
20,79,59,138,Pr,17931.0819,15.2125,1,11669.321,54.1055,1,-335.1237,22.3033,1,-8214.4966,15.3256,1,-3276.9724,10.1406,1,-11616.2156,15.418,1
18,78,60,138,Nd,18960.5206,16.5613,1,10086.5742,11.6073,1,390.8005,23.4573,1,-10519.4095,16.5613,1,-3387.3877,11.6084,1,-16015.6418,17.4554,1
16,77,61,138,Pm,19887.0834,70.0405,1,8151.8913,16.3044,1,1188.7137,23.396,1,-13164.6944,30.2579,1,998.4727,14.1707,1,-14994.0327,30.8773,1
14,76,62,138,Sm,20829.5095,17.1999,1,6876.4172,16.7124,1,1723.7543,16.7124,1,-15838.0,201.0,0,797.2256,16.6469,1,-19423.1869,12.6024,1
12,75,63,138,Eu,21649.0,198.0,0,5157.695,74.5115,1,2589.3169,50.3782,1,-18149.0,301.0,0,5034.2115,30.8379,1,-18607.0,299.0,0
10,74,64,138,Gd,22712.0,359.0,0,3427.0,201.0,0,3292.0,280.0,0,-20729.0,541.0,0,5043.0,202.0,0,-22764.0,448.0,0
8,73,65,138,Tb,23843.0,583.0,0,1935.0,358.0,0,3775.0,424.0,0,999999.0,999999.0,1,9256.0,300.0,0,999999.0,999999.0,1
6,72,66,138,Dy,999999.0,999999.0,1,419.0,585.0,0,4174.0,642.0,0,999999.0,999999.0,1,8994.0,585.0,0,999999.0,999999.0,1
39,89,50,139,Sn,5303.0,500.0,0,999999.0,999999.0,1,-8915.0,565.0,0,20895.0,400.0,0,999999.0,999999.0,1,7269.0,500.0,0
37,88,51,139,Sb,6132.0,403.0,0,28798.0,565.0,0,-5365.0,500.0,0,18421.0,400.0,0,999999.0,999999.0,1,7575.0,400.0,0
35,87,52,139,Te,7043.9542,4.116,1,24633.0,300.0,0,-1997.7438,4.6881,1,15439.5059,4.1376,1,-21984.0,400.0,0,3703.5113,6.9332,1
33,86,53,139,I,8257.3314,9.2912,1,22988.5135,52.3172,1,-1205.5474,4.7974,1,12230.1246,5.0856,1,-21110.0,300.0,0,3429.9624,4.8893,1
31,85,54,139,Xe,9403.8082,2.145,1,20918.7661,3.0004,1,-340.7117,2.7489,1,9269.3315,2.1573,1,-17237.5625,4.3508,1,-828.8761,9.4057,1
29,84,55,139,Cs,10297.9522,3.1287,1,18922.762,8.95,1,653.1754,3.749,1,6521.2925,3.1918,1,-16010.1498,6.735,1,-510.6007,3.1237,1
27,83,56,139,Ba,13335.153,0.0565,1,17108.4457,0.2728,1,-925.4687,3.6675,1,2043.8237,2.1039,1,-12230.6445,2.8153,1,-6471.8276,0.3408,1
25,82,57,139,La,16224.1517,1.7486,1,15254.5507,0.6777,1,-2065.3402,0.7072,1,-2393.7286,3.599,1,-11624.3238,9.1785,1,-7727.8323,0.7857,1
23,81,58,139,Ce,17181.6122,2.1195,1,13814.2826,2.1034,1,-1532.0024,2.1031,1,-4940.8116,27.5526,1,-5984.9066,2.1035,1,-11900.1928,10.228,1
21,80,59,139,Pr,17769.4747,8.9164,1,12265.7292,4.001,1,-610.1106,10.1137,1,-7327.6239,14.0179,1,-5604.2153,3.6731,1,-10882.7885,12.1632,1
19,79,60,139,Nd,18575.5968,29.9145,1,10676.1066,27.5235,1,174.462,29.3736,1,-9636.7006,29.5953,1,-1740.0342,27.5257,1,-15173.8778,29.867,1
17,78,61,139,Pm,19570.8063,18.8335,1,8877.1568,15.8372,1,1009.9277,18.0079,1,-12102.9769,18.9095,1,-1661.1328,16.8785,1,-14074.574,18.0079,1
15,77,62,139,Sm,20531.2099,30.6145,1,7374.2022,15.9979,1,1408.4747,22.0075,1,-14749.0,196.0,0,2347.9817,15.9089,1,-18701.8716,29.9897,1
13,76,63,139,Eu,21394.784,13.8601,1,5903.1354,18.5203,1,2239.3617,83.9395,1,-17268.0,298.0,0,2227.3475,17.5374,1,-17810.0,201.0,0
11,75,64,139,Gd,22561.0,357.0,0,4218.0,198.0,0,2801.0,249.0,0,-19931.0,537.0,0,6577.0,196.0,0,-22102.0,358.0,0
9,74,65,139,Tb,23306.0,499.0,0,2562.0,298.0,0,3593.0,357.0,0,999999.0,999999.0,1,6330.0,299.0,0,-21271.0,585.0,0
7,73,66,139,Dy,999999.0,999999.0,1,1065.0,582.0,0,4124.0,640.0,0,999999.0,999999.0,1,10670.0,539.0,0,999999.0,999999.0,1
40,90,50,140,Sn,5123.0,500.0,0,999999.0,999999.0,1,999999.0,999999.0,1,21877.0,300.0,0,999999.0,999999.0,1,7488.0,500.0,0
38,89,51,140,Sb,5883.0,671.0,0,999999.0,999999.0,1,-5845.0,671.0,0,19216.0,600.0,0,999999.0,999999.0,1,7743.0,600.0,0
36,88,52,140,Te,6814.0906,14.8678,1,25435.0,400.0,0,-2622.0,201.0,0,16619.0122,14.5649,1,-24346.0,400.0,0,4032.1965,14.925,1
34,87,53,140,I,7768.9492,13.4974,1,23534.0,300.0,0,-1524.249,13.4396,1,13443.5156,14.6239,1,-20845.0,400.0,0,3967.0454,12.2975,1
32,86,54,140,Xe,9156.8533,3.6449,1,21868.4088,4.4455,1,-986.0981,3.2597,1,10281.4437,8.2356,1,-20070.3522,4.237,1,-356.6911,3.9042,1
30,85,55,140,Cs,10305.3462,12.2922,1,19647.7707,10.1371,1,70.5706,16.3866,1,7262.3211,8.2169,1,-15867.7455,9.1249,1,-207.1386,8.2027,1
28,84,56,140,Ba,11148.7355,7.9035,1,17873.603,8.3824,1,736.3492,7.8995,1,4806.3219,8.0002,1,-14912.29,8.1849,1,-4116.8423,7.9051,1
26,83,57,140,La,13941.2874,0.7357,1,16002.9734,9.1785,1,-398.1202,1.9689,1,374.1676,6.147,1,-10899.942,3.1919,1,-5425.6361,1.999,1
24,82,58,140,Ce,16650.9965,1.4045,1,14390.3634,1.3362,1,-1612.0637,1.3354,1,-3816.9806,3.5146,1,-10449.2804,1.3368,1,-11316.8927,3.8389,1
22,81,59,140,Pr,17699.9965,11.7462,1,12750.761,6.156,1,-1073.6551,53.5245,1,-6474.1806,24.987,1,-4752.8172,6.147,1,-10740.6153,28.1965,1
20,80,60,140,Nd,18382.7006,12.0521,1,11269.3219,3.2983,1,-173.6125,3.2763,1,-8801.301,12.9156,1,-4588.4762,3.8719,1,-14827.5361,13.9736,1
18,79,61,140,Pm,19440.3126,26.8562,1,9661.1219,26.2084,1,703.4586,26.7925,1,-11226.101,56.9457,1,-672.3652,24.4938,1,-13903.1354,26.5536,1
16,78,62,140,Sm,20100.8091,17.1999,1,8016.7057,17.0531,1,1318.4361,17.1999,1,-13673.6675,30.612,1,-727.9868,30.2258,1,-18129.2121,18.1416,1
14,77,63,140,Eu,21378.906,58.6268,1,6649.5176,52.8281,1,1759.0614,86.1814,1,-16503.6675,802.1453,1,3226.1119,53.2993,1,-17426.0,202.0,0
12,76,64,140,Gd,22265.0,202.0,0,4862.4476,30.3408,1,2603.7053,30.612,1,-18952.0,402.0,0,3308.9801,29.9897,1,-21723.0,299.0,0
10,75,65,140,Tb,23024.0,855.0,0,3310.5444,800.9755,1,3336.0,824.0,0,-21165.0,944.0,0,7626.8025,800.5959,1,-20853.0,944.0,0
8,74,66,140,Dy,24042.0,643.0,0,1748.0,448.0,0,3835.0,499.0,0,999999.0,999999.0,1,7512.0,446.0,0,999999.0,999999.0,1
6,73,67,140,Ho,999999.0,999999.0,1,295.0,583.0,0,4157.0,707.0,0,999999.0,999999.0,1,11524.0,582.0,0,999999.0,999999.0,1
39,90,51,141,Sb,5633.0,640.0,0,999999.0,999999.0,1,-6135.0,640.0,0,20387.0,500.0,0,999999.0,999999.0,1,8756.0,500.0,0
37,89,52,141,Te,6607.0,400.0,0,25938.0,565.0,0,-2945.0,500.0,0,17528.0,400.0,0,-23468.0,500.0,0,4865.0,400.0,0
35,88,53,141,I,7598.3381,16.3341,1,24454.0,400.0,0,-2291.1892,54.5143,1,14550.6853,18.3114,1,-22825.0,600.0,0,4988.4776,16.0057,1
33,87,54,141,Xe,8695.3587,3.5956,1,22570.1706,4.5681,1,-1318.4624,3.5708,1,11535.1833,6.0518,1,-19118.8306,14.6646,1,781.1114,8.6925,1
31,86,55,141,Cs,9918.8988,9.7143,1,20584.3295,10.0296,1,-545.9984,12.4431,1,8452.4925,10.0353,1,-18160.0995,15.2048,1,719.236,11.6318,1
29,85,56,141,Ba,10961.2106,5.3244,1,18665.8481,5.7338,1,226.0061,5.3195,1,5698.5656,5.4569,1,-14035.0017,5.8059,1,-3491.7508,5.3507,1
27,84,57,141,La,11850.0989,4.1361,1,16806.6973,5.182,1,1191.0128,4.1382,1,3084.6899,4.0971,1,-13169.0764,9.1766,1,-2926.9347,3.9292,1
25,83,58,141,Ce,14615.9525,2.4056,1,15095.0821,1.3388,1,-134.5727,1.338,1,-1239.5379,3.0461,1,-9452.1236,8.0006,1,-8816.1487,6.0009,1
23,82,59,141,Pr,17328.5173,3.9159,1,13370.0947,1.5437,1,-1298.5841,2.2209,1,-5491.6016,14.0524,1,-8991.4452,1.5437,1,-9828.6052,3.5877,1
21,81,60,141,Nd,18317.2262,27.7034,1,11811.7206,3.7773,1,-697.6704,3.2035,1,-8257.5603,9.0568,1,-3406.2639,3.0472,1,-14050.7915,24.4287,1
19,80,61,141,Pm,19164.5396,19.49,1,10272.2217,14.4411,1,253.966,16.1683,1,-10597.285,18.8405,1,-3125.6759,15.2628,1,-13138.3045,18.746,1
17,79,62,141,Sm,19696.3665,13.8316,1,8494.9719,28.814,1,1225.0937,14.5022,1,-12709.7287,21.5245,1,1034.3158,9.1366,1,-17019.3321,52.2401,1
15,78,63,141,Eu,20670.2315,18.2393,1,7002.5606,18.5571,1,1722.2955,18.1604,1,-15384.8041,106.0149,1,997.4285,27.3197,1,-16214.687,30.67,1
13,77,64,141,Gd,21735.0,197.0,0,5421.9438,22.5593,1,2342.5087,34.7741,1,-17842.0,299.0,0,4942.7436,23.3803,1,-20813.2709,800.7318,1
11,76,65,141,Tb,22553.0,316.0,0,3720.7334,106.0771,1,3180.145,105.3498,1,-20176.0,414.0,0,5156.1316,117.199,1,-19782.0,414.0,0
9,75,66,141,Dy,23825.0,582.0,0,2329.0,357.0,0,3406.0,422.0,0,999999.0,999999.0,1,9111.0,299.0,0,-24136.0,582.0,0
7,74,67,141,Ho,999999.0,999999.0,1,812.0,499.0,0,4178.0,567.0,0,999999.0,999999.0,1,8829.0,895.0,0,999999.0,999999.0,1
40,91,51,142,Sb,5362.0,671.0,0,999999.0,999999.0,1,999999.0,999999.0,1,21193.0,300.0,0,999999.0,999999.0,1,8988.0,500.0,0
38,90,52,142,Te,6325.0,500.0,0,26637.0,583.0,0,-3464.0,640.0,0,18680.0,500.0,0,999999.0,999999.0,1,5306.0,500.0,0
36,89,53,142,I,7339.3828,13.0771,1,24991.0,600.0,0,-2578.0,300.0,0,15711.587,8.6205,1,-22552.0,500.0,0,5323.0214,5.7194,1
34,88,54,142,Xe,8385.8232,3.5665,1,23440.1414,14.6291,1,-1958.5697,4.6515,1,12612.6085,6.5075,1,-21849.0,400.0,0,1176.3845,9.5836,1
32,87,55,142,Cs,9607.4542,10.8241,1,21486.2758,14.0206,1,-959.5625,9.2455,1,9509.3939,9.4076,1,-17876.8616,17.3407,1,1146.6177,8.8444,1
30,86,56,142,Ba,10716.988,9.8717,1,19433.7377,6.3618,1,-294.9286,6.5507,1,6690.6387,6.3551,1,-16933.9193,6.587,1,-2983.7314,7.2112,1
28,85,57,142,La,11854.5269,6.3046,1,17552.154,10.3306,1,438.1621,11.1081,1,3762.4167,6.3113,1,-12835.5701,11.1364,1,-2664.2105,6.303,1
26,84,58,142,Ce,12601.3048,2.4698,1,15842.9327,8.2654,1,1303.9942,2.456,1,1417.1597,2.1988,1,-12089.3746,5.8435,1,-6589.6802,2.4869,1
24,83,59,142,Pr,15242.776,6.1154,1,14052.2497,1.5439,1,302.1253,1.5544,1,-2644.8311,23.6385,1,-8145.4944,4.0975,1,-7666.1652,2.81,1
22,82,60,142,Nd,17835.4451,3.4938,1,12453.7705,1.4524,1,-809.1047,1.3515,1,-6968.1259,1.4168,1,-7807.9688,1.4526,1,-13498.4416,14.0287,1
20,81,61,142,Pm,19072.1255,33.8139,1,11033.2509,24.3791,1,-437.585,25.632,1,-9832.6062,38.2026,1,-2415.9734,23.6385,1,-13278.8943,25.0869,1
18,80,62,142,Sm,19668.6202,12.6358,1,9302.6253,3.7563,1,610.3365,11.7518,1,-12022.4074,28.007,1,-2079.3808,3.4241,1,-17127.6008,12.7593,1
16,79,63,142,Eu,20465.6202,59.6629,1,7674.8253,38.6019,1,1180.5246,32.2196,1,-14749.4074,701.2021,1,1925.0312,33.1468,1,-16156.0169,35.9713,1
14,78,64,142,Gd,21319.8803,39.5199,1,6081.5188,30.612,1,2113.3344,30.3408,1,-16840.0,728.0,0,1685.4663,29.2192,1,-20489.9974,108.9052,1
12,77,65,142,Tb,22219.8803,1063.7489,1,4151.5188,702.4508,1,2765.2376,701.1147,1,-19309.0,807.0,0,6077.1537,700.6716,1,-19248.0,761.0,0
10,76,66,142,Dy,23432.0,831.0,0,2915.0,729.0,0,3115.0,756.0,0,-22190.0,884.0,0,5816.0,729.0,0,-23826.0,831.0,0
8,75,67,142,Ho,24076.0,641.0,0,1346.0,895.0,0,3925.0,500.0,0,999999.0,999999.0,1,10001.0,414.0,0,999999.0,999999.0,1
6,74,68,142,Er,999999.0,999999.0,1,-322.0,641.0,0,4576.0,709.0,0,999999.0,999999.0,1,10164.0,582.0,0,999999.0,999999.0,1
39,91,52,143,Te,6003.0,640.0,0,999999.0,999999.0,1,-3645.0,640.0,0,19673.0,500.0,0,999999.0,999999.0,1,6201.0,500.0,0
37,90,53,143,I,7006.0,201.0,0,25828.0,539.0,0,-3165.0,447.0,0,16886.0,200.0,0,-24469.0,361.0,0,6369.0,200.0,0
35,89,54,143,Xe,8148.2096,5.48,1,24111.0,400.0,0,-2422.7178,5.8499,1,13734.323,8.206,1,-20942.0,500.0,0,2240.356,8.4635,1
33,88,55,143,Cs,9340.8037,11.9123,1,22326.795,17.5532,1,-1629.4708,8.5673,1,10495.9488,10.5391,1,-20161.5205,9.0403,1,2095.4203,9.6127,1
31,87,56,143,Ba,10347.3492,8.5984,1,20317.8386,7.3474,1,-717.5349,7.0878,1,7669.1731,7.1841,1,-15996.5278,7.2762,1,-1984.5731,9.2282,1
29,86,57,143,La,11384.26,8.3945,1,18272.0585,11.7583,1,104.705,7.9711,1,4896.7322,7.4797,1,-14945.8823,10.18,1,-1709.8899,7.5816,1
27,85,58,143,Ce,12317.9567,2.4694,1,16451.8283,5.8431,1,882.6235,2.4553,1,2395.9321,2.1967,1,-11053.0924,6.3547,1,-5891.3295,2.4858,1
25,84,59,143,Pr,13196.3023,1.8886,1,14716.2982,4.3649,1,1729.2653,1.8841,1,-107.5356,3.0105,1,-10333.2206,6.1095,1,-5189.4623,1.3689,1
23,83,60,143,Nd,15953.4267,3.1239,1,13149.1948,1.4525,1,530.5151,2.415,1,-4485.1754,2.4679,1,-6758.3857,2.198,1,-10932.0926,23.6215,1
21,82,61,143,Pm,18580.3683,14.2792,1,11524.0727,3.0037,1,-556.9276,4.6781,1,-8719.3531,11.3733,1,-6463.2682,3.0034,1,-12050.0525,2.9563,1
19,81,62,143,Sm,19725.8115,8.8494,1,9903.5572,3.9761,1,74.879,27.6576,1,-11285.824,200.3204,1,-856.0506,2.4688,1,-16279.5234,30.1147,1
17,80,63,143,Eu,20458.3002,16.7457,1,8296.3211,17.7739,1,834.8016,17.4733,1,-13822.1185,52.3968,1,-388.7462,26.0275,1,-15353.1068,30.0266,1
15,79,64,143,Gd,21149.7162,201.2738,1,6875.2935,200.4832,1,1724.0023,200.597,1,-16062.3618,200.7256,1,3461.6476,200.3102,1,-19743.1068,728.6299,1
13,78,65,143,Tb,22020.9858,117.0648,1,5071.4877,52.7681,1,2553.9432,52.893,1,-18372.0,302.0,0,3600.7661,59.3988,1,-18371.0,730.0,0
11,77,66,143,Dy,22929.0,298.0,0,3522.6605,23.6753,1,3038.0,196.0,0,-21009.0,400.0,0,7501.6019,30.8379,1,-22990.0,401.0,0
9,76,67,143,Ho,23826.0,499.0,0,2085.0,316.0,0,3658.0,422.0,0,999999.0,999999.0,1,7223.0,761.0,0,-22189.0,582.0,0
7,75,68,143,Er,999999.0,999999.0,1,356.0,499.0,0,4115.0,640.0,0,999999.0,999999.0,1,11670.0,831.0,0,999999.0,999999.0,1
40,92,52,144,Te,5813.0,583.0,0,999999.0,999999.0,1,-4155.0,424.0,0,20652.0,300.0,0,999999.0,999999.0,1,6498.0,361.0,0
38,91,53,144,I,6670.0,400.0,0,26298.0,500.0,0,-3365.0,721.0,0,17941.0,400.0,0,999999.0,999999.0,1,6801.0,400.0,0
36,90,54,144,Xe,7785.289,5.9572,1,24901.0,500.0,0,-2929.768,15.3266,1,14894.8284,8.8948,1,-23631.0,500.0,0,2731.8992,9.2491,1
34,89,55,144,Cs,8899.4418,21.1802,1,23046.3348,20.7284,1,-2090.0552,23.4932,1,11578.2978,23.9301,1,-19771.0,201.0,0,2594.5252,21.2353,1
32,88,56,144,Ba,10067.5089,9.2698,1,21115.4234,7.6305,1,-1205.5842,7.5067,1,8664.8123,7.6781,1,-18853.2186,8.5217,1,-1666.9804,10.2296,1
30,87,57,144,La,10968.3457,14.383,1,18913.0456,14.7409,1,-224.8374,15.3159,1,5900.9284,13.217,1,-14463.1122,14.9904,1,-1314.5995,13.1651,1
28,86,58,144,Ce,12041.6825,3.3594,1,17167.6272,6.5523,1,411.0472,8.3897,1,3316.0862,2.5401,1,-13783.7079,7.3262,1,-5435.0605,2.8852,1
26,85,59,144,Pr,13106.8574,2.7619,1,15304.5802,6.6541,1,1136.5553,2.7563,1,665.5283,3.5726,1,-9868.0918,7.7814,1,-4819.5959,2.4006,1
24,84,60,144,Nd,13940.6089,0.0871,1,13793.0747,2.1985,1,1901.2829,1.4525,1,-1782.4021,0.793,1,-9430.621,2.1972,1,-8858.6823,2.6833,1
22,83,61,144,Pm,16417.2168,23.7662,1,12207.6917,2.9719,1,845.1947,6.712,1,-5796.9419,11.1125,1,-5636.8879,2.9777,1,-9970.2996,3.5292,1
20,82,62,144,Sm,19126.3327,1.1745,1,10593.5128,0.7976,1,-133.2956,3.5719,1,-10206.1149,27.9829,1,-5252.2868,0.7947,1,-15795.6333,11.0821,1
18,81,63,144,Eu,20452.8811,31.9093,1,9055.5809,25.9408,1,167.956,26.514,1,-13250.9869,29.9546,1,52.5184,11.1222,1,-15459.1817,200.5917,1
16,80,64,144,Gd,20942.6252,39.5199,1,7355.5238,28.007,1,1271.5183,30.612,1,-15189.4201,28.8506,1,468.6526,28.0798,1,-19411.6369,58.3579,1
14,79,65,144,Tb,21951.3017,701.1147,1,5637.2003,41.0414,1,2192.8419,58.6268,1,-17758.6671,29.2022,1,4584.1521,30.0266,1,-18270.5566,30.8379,1
12,78,66,144,Dy,22593.0,729.0,0,4188.5112,28.8506,1,2787.2709,28.8506,1,-19962.0,196.0,0,4372.2487,200.4299,1,-22594.0,298.0,0
10,77,67,144,Ho,23502.0,401.0,0,2627.9406,700.6089,1,3447.8415,800.5328,1,-22450.0,400.0,0,8520.7008,51.9287,1,-21520.0,400.0,0
8,76,68,144,Er,24820.0,537.0,0,1066.0,754.0,0,3797.0,446.0,0,999999.0,999999.0,1,8272.0,196.0,0,999999.0,999999.0,1
6,75,69,144,Tm,999999.0,999999.0,1,-513.0,566.0,0,4733.0,641.0,0,999999.0,999999.0,1,12599.0,499.0,0,999999.0,999999.0,1
41,93,52,145,Te,5622.0,583.0,0,999999.0,999999.0,1,999999.0,999999.0,1,21483.0,300.0,0,999999.0,999999.0,1,7249.0,500.0,0
39,92,53,145,I,6483.0,539.0,0,999999.0,999999.0,1,-4015.0,707.0,0,18924.0,500.0,0,999999.0,999999.0,1,7671.0,500.0,0
37,91,54,145,Xe,7433.0911,12.1094,1,25541.0,500.0,0,-3249.0,400.0,0,16022.8458,14.0285,1,-22562.0,300.0,0,3706.7067,23.0269,1
35,90,55,145,Cs,8521.5413,11.8137,1,23843.0,200.0,0,-2552.674,18.2474,1,12780.9016,15.2554,1,-22013.0,400.0,0,3641.3878,11.4927,1
33,89,56,145,Ba,9721.6139,10.8397,1,21891.2429,9.6719,1,-1743.7901,8.955,1,9550.8756,34.9441,1,-17932.8527,10.0022,1,-737.8413,15.4664,1
31,88,57,145,La,10806.4941,14.2909,1,19737.749,14.4179,1,-782.8903,15.3319,1,6790.6649,14.1423,1,-16852.9346,23.5757,1,-474.7015,12.5896,1
29,87,58,145,Ce,11603.3164,33.9617,1,17707.7955,34.5671,1,240.5176,34.3143,1,4364.9458,33.8924,1,-12588.8999,34.6434,1,-4387.7885,33.9776,1
27,86,59,145,Pr,12700.4269,7.1723,1,16032.465,10.214,1,878.9374,8.1855,1,1641.5158,7.48,1,-12065.3017,14.7803,1,-3949.2802,7.0407,1
25,85,60,145,Nd,13572.3302,0.2366,1,14403.5683,2.2089,1,1574.1374,1.4683,1,-780.5971,0.8724,1,-8289.0334,2.5506,1,-8087.206,2.6557,1
23,84,61,145,Pm,14449.4783,2.0529,1,12777.2487,2.8724,1,2322.1114,2.8671,1,-3275.9821,3.707,1,-7805.8891,3.4845,1,-7373.1982,2.5373,1
21,83,62,145,Sm,17276.9085,2.3675,1,11227.0391,0.8435,1,1115.1967,3.2311,1,-7724.7816,19.7718,1,-4192.3501,0.8419,1,-13103.5508,10.813,1
19,82,63,145,Eu,19892.8493,11.4039,1,9608.8022,3.8306,1,106.4919,14.3036,1,-11591.8313,110.9379,1,-3864.3787,3.7974,1,-14303.3309,28.1119,1
17,81,64,145,Gd,20837.951,201.2695,1,7987.4329,19.9068,1,582.4179,21.4841,1,-14684.0182,20.7662,1,1750.0293,19.7699,1,-18629.7561,34.1999,1
15,80,65,145,Tb,22123.1365,122.158,1,6736.324,111.4385,1,1101.0382,111.6135,1,-17279.5797,111.1457,1,1930.5107,111.4191,1,-17900.9197,111.1274,1
13,79,66,145,Dy,22216.2945,14.5802,1,4589.2387,200.4076,1,2556.7074,20.808,1,-19002.0,200.0,0,6227.9327,28.6955,1,-21704.405,10.6943,1
11,78,67,145,Ho,23215.0,298.0,0,3278.8629,51.7713,1,2995.8137,105.5223,1,-21537.0,196.0,0,5959.1035,28.9214,1,-20584.0,196.0,0
9,77,68,145,Er,24222.0,447.0,0,1649.0,201.0,0,3717.0,359.0,0,999999.0,999999.0,1,10041.0,200.0,0,-25152.0,447.0,0
7,76,69,145,Tm,999999.0,999999.0,1,113.0,357.0,0,4357.0,446.0,0,999999.0,999999.0,1,9738.0,196.0,0,999999.0,999999.0,1
40,93,53,146,I,6353.0,500.0,0,999999.0,999999.0,1,-4355.0,424.0,0,19770.0,300.0,0,999999.0,999999.0,1,7882.0,300.0,0
38,92,54,146,Xe,7225.2852,24.794,1,26313.0,301.0,0,-3830.0,501.0,0,16911.3181,24.2834,1,-25234.0,301.0,0,4028.1553,25.8604,1
36,91,55,146,Cs,8181.6545,20.3388,1,24558.0,400.0,0,-2932.3269,5.7223,1,13910.7934,3.3431,1,-21469.0,500.0,0,4134.4846,8.9568,1
34,90,56,146,Ba,9241.7749,7.3525,1,22571.9093,5.5967,1,-2061.5359,3.2295,1,10759.5999,14.7712,1,-20661.9025,11.3172,1,-102.2611,12.3957,1
32,89,57,146,La,10514.1501,13.0446,1,20527.754,20.2014,1,-1131.5333,7.2625,1,7452.3126,34.3816,1,-16455.7209,9.2203,1,-225.4332,33.9418,1
30,88,58,146,Ce,11336.5626,14.9324,1,18436.6808,16.309,1,-208.5274,15.8146,1,5300.0478,14.7161,1,-15398.6566,16.9384,1,-4071.1962,16.311,1
28,87,59,146,Pr,12065.5342,34.452,1,16401.7687,36.7111,1,925.5479,34.9178,1,2780.874,34.6111,1,-11127.1319,36.4809,1,-3312.8,34.3686,1
26,86,60,146,Nd,13320.5242,0.2453,1,15071.9164,2.552,1,1182.0635,2.2117,1,70.444,2.823,1,-11147.8287,33.8924,1,-7729.7281,2.5374,1
24,85,61,146,Pm,14180.88,4.8688,1,13281.7143,4.7616,1,1907.0907,4.3238,1,-2336.7573,6.5908,1,-7117.341,8.1535,1,-6874.2711,4.1393,1
22,84,62,146,Sm,15173.3704,2.8473,1,11826.2743,2.813,1,2528.7792,2.8131,1,-4910.5371,4.7745,1,-6853.327,2.8218,1,-11076.1543,3.9248,1
20,83,63,146,Eu,17641.0646,12.3033,1,10279.4287,6.4848,1,1599.0169,24.3421,1,-9353.959,45.2374,1,-3139.0679,6.4351,1,-12262.2954,20.6114,1
18,82,64,146,Gd,20468.9481,28.2406,1,8698.1392,3.8404,1,471.1904,4.0056,1,-13530.8956,7.8305,1,-2723.387,3.8519,1,-17757.4485,110.9705,1
16,81,65,146,Tb,21538.0926,52.8522,1,6722.4117,46.1256,1,1120.3696,53.9693,1,-16525.4172,45.3413,1,2938.9089,44.9297,1,-17592.3547,45.3317,1
14,80,66,146,Dy,22127.4726,9.8114,1,5373.3585,28.7356,1,1979.6787,28.7356,1,-18232.9081,9.4748,1,3082.7271,20.8216,1,-21506.1325,10.0175,1
12,79,67,146,Ho,22771.3425,10.7348,1,3447.9814,28.7106,1,2896.3793,700.5885,1,-20183.0,200.0,0,7872.4948,111.0911,1,-20069.0,200.0,0
10,78,68,146,Er,23857.0,196.0,0,2329.8705,9.8182,1,3373.0,729.0,0,999999.0,999999.0,1,6631.6169,9.3524,1,-24811.0,196.0,0
8,77,69,146,Tm,25039.0,447.0,0,1024.0,201.0,0,3770.0,448.0,0,999999.0,999999.0,1,10776.0,200.0,0,999999.0,999999.0,1
41,94,53,147,I,6213.0,583.0,0,999999.0,999999.0,1,999999.0,999999.0,1,20720.0,300.0,0,999999.0,999999.0,1,8683.0,301.0,0
39,93,54,147,Xe,7049.0,201.0,0,26968.0,361.0,0,-4294.0,539.0,0,17864.0,201.0,0,999999.0,999999.0,1,4839.0,200.0,0
37,92,55,147,Cs,8008.2848,12.3487,1,25368.0,500.0,0,-3555.0,200.0,0,14758.3246,13.6027,1,-23669.0,300.0,0,4874.8779,8.5682,1
35,91,56,147,Ba,8890.4888,21.4901,1,23348.6406,22.6918,1,-2486.0693,20.2895,1,11749.8662,21.5312,1,-19598.0562,31.2494,1,885.8201,19.8186,1
33,90,57,147,La,9985.7078,16.2871,1,21201.9154,14.0342,1,-1427.7944,13.1189,1,8765.6959,19.1344,1,-18656.9879,11.0961,1,876.1533,18.1606,1
31,89,58,147,Ce,11089.4793,34.9669,1,19075.661,12.0612,1,-501.6125,10.9209,1,6132.8926,8.6595,1,-14436.6043,8.7609,1,-3411.7335,35.4105,1
29,88,59,147,Pr,11960.7388,17.3479,1,17186.7097,20.0467,1,302.4585,17.4601,1,3597.8909,15.8625,1,-13511.8904,15.943,1,-2589.4949,15.8572,1
27,87,60,147,Nd,12857.4261,0.1239,1,15657.678,33.8925,1,1034.668,2.212,1,1119.2534,0.531,1,-9809.897,14.7163,1,-6763.7522,4.1202,1
25,86,61,147,Pm,13917.1139,2.5722,1,13993.9358,7.0591,1,1601.2998,1.468,1,-1497.3729,2.2994,1,-9657.4688,34.3701,1,-6116.9417,2.853,1
23,85,62,147,Sm,14757.2767,0.9676,1,12411.9856,0.5238,1,2311.3466,0.4975,1,-3909.1199,1.4809,1,-5629.1026,0.5274,1,-10219.7629,5.9541,1
