N-Z,N,Z,A,EL,O,Mass_excess_keV,D_Mass_excess_keV,is_from_experiment,Binding_enrgy_perA_keV,D_Binding_enrgy_perA_keV,is_from_experiment,Decay_mode,Qbeta_keV,D_Qbeta_keV,is_from_experiment,A,Atomic_mass_microu,D_Atomic_mass_microu,is_from_experiment
-4,13,17,30,Cl,-p,4674.548,23.876,1,7472.1698,0.7959,1,B-,-17397.0,180.0,0,30,5018.333,25.631,1
-6,12,18,30,Ar,-pp,22071.0,179.0,0,6866.0,6.0,0,B-,999999.0,999999.0,1,30,23694.0,192.0,0
13,22,9,31,F,-nn,56843.0,535.0,0,6011.0,17.0,0,B-,25661.0,597.0,0,31,61023.0,574.0,0
11,21,10,31,Ne,na,31181.594,266.195,1,6813.0902,8.5869,1,B-,18935.5625,266.5617,1,31,33474.816,285.772,1
9,20,11,31,Na,x,12246.031,13.972,1,7398.6778,0.4507,1,B-,15368.1833,14.3065,1,31,13146.654,15.0,1
7,19,12,31,Mg,x,-3122.152,3.074,1,7869.1886,0.0992,1,B-,11828.5569,3.8009,1,30,996648.232,3.3,1
5,18,13,31,Al,x,-14950.709,2.236,1,8225.518,0.0721,1,B-,7998.3286,2.236,1,30,983949.754,2.4,1
3,17,14,31,Si,-n,-22949.037,0.043,1,8458.2916,0.0014,1,B-,1491.5071,0.0434,1,30,975363.196,0.046,1
1,16,15,31,P,na,-24440.54442,0.00075,1,8481.1677,0.0002,1,B-,-5398.013,0.2292,1,30,973761.99768,0.0008,1
-1,15,16,31,S,na,-19042.531,0.229,1,8281.8013,0.0074,1,B-,-12007.979,3.4541,1,30,979557.002,0.246,1
-3,14,17,31,Cl,--,-7034.552,3.447,1,7869.2101,0.1112,1,B-,-18360.0,200.0,0,30,992448.097,3.7,1
-5,13,18,31,Ar,-,11325.0,200.0,0,7252.0,6.0,0,B-,-22935.0,361.0,0,31,12158.0,215.0,0
-7,12,19,31,K,x,34260.0,300.0,0,6487.0,10.0,0,B-,999999.0,999999.0,1,31,36780.0,322.0,0
12,22,10,32,Ne,x,36999.0,503.0,0,6671.0,16.0,0,B-,18359.0,504.0,0,32,39720.0,540.0,0
10,21,11,32,Na,x,18640.152,37.26,1,7219.8815,1.1644,1,B-,19469.0523,37.4021,1,32,20011.024,40.0,1
8,20,12,32,Mg,x,-828.901,3.26,1,7803.8411,0.1019,1,B-,10270.4677,7.8787,1,31,999110.138,3.5,1
6,19,13,32,Al,x,-11099.368,7.173,1,8100.3449,0.2241,1,B-,12978.3208,7.1787,1,31,988084.338,7.7,1
4,18,14,32,Si,x,-24077.689,0.298,1,8481.469,0.0093,1,B-,227.1872,0.3008,1,31,974151.538,0.32,1
2,17,15,32,P,-n,-24304.876,0.04,1,8464.1203,0.0013,1,B-,1710.6608,0.04,1,31,973907.643,0.042,1
0,16,16,32,S,na,-26015.53714,0.00131,1,8493.1301,0.0002,1,B-,-12680.8313,0.5617,1,31,972071.17354,0.00141,1
-2,15,17,32,Cl,na,-13334.706,0.562,1,8072.4058,0.0176,1,B-,-11134.3536,1.8568,1,31,985684.605,0.603,1
-4,14,18,32,Ar,x,-2200.352,1.77,1,7700.0089,0.0553,1,B-,-24190.0,400.0,0,31,997637.824,1.9,1
-6,13,19,32,K,x,21990.0,400.0,0,6920.0,12.0,0,B-,999999.0,999999.0,1,32,23607.0,429.0,0
13,23,10,33,Ne,x,46130.0,600.0,0,6436.0,18.0,0,B-,22350.0,750.0,0,33,49523.0,644.0,0
11,22,11,33,Na,x,23780.113,449.912,1,7089.9262,13.6337,1,B-,18817.24,449.9195,1,33,25529.0,483.0,1
9,21,12,33,Mg,na,4962.873,2.663,1,7636.4382,0.0807,1,B-,13460.255,7.4767,1,33,5327.862,2.859,1
7,20,13,33,Al,x,-8497.382,6.986,1,8020.6172,0.2117,1,B-,12016.946,7.0211,1,32,990877.685,7.5,1
5,19,14,33,Si,x,-20514.328,0.699,1,8361.0596,0.0212,1,B-,5823.0223,1.2947,1,32,977976.964,0.75,1
3,18,15,33,P,+,-26337.35,1.09,1,8513.8073,0.033,1,B-,248.5079,1.09,1,32,971725.692,1.17,1
1,17,16,33,S,na,-26585.8583,0.00134,1,8497.6304,0.0002,1,B-,-5582.5182,0.3908,1,32,971458.90862,0.00144,1
-1,16,17,33,Cl,na,-21003.34,0.391,1,8304.7557,0.0118,1,B-,-11619.0452,0.5596,1,32,977451.988,0.419,1
-3,15,18,33,Ar,x,-9384.295,0.401,1,7928.9559,0.0121,1,B-,-16925.0,200.0,0,32,989925.545,0.43,1
-5,14,19,33,K,x,7540.0,200.0,0,7392.0,6.0,0,B-,-23489.0,447.0,0,33,8095.0,215.0,0
-7,13,20,33,Ca,x,31030.0,400.0,0,6657.0,12.0,0,B-,999999.0,999999.0,1,33,33312.0,429.0,0
14,24,10,34,Ne,-nn,52842.0,513.0,0,6287.0,15.0,0,B-,21161.0,789.0,0,34,56728.0,551.0,0
12,23,11,34,Na,x,31680.114,599.416,1,6886.4377,17.6299,1,B-,23356.7903,599.4561,1,34,34010.0,643.5,1
10,22,12,34,Mg,x,8323.324,6.893,1,7550.3919,0.2027,1,B-,11320.9428,7.2072,1,34,8935.455,7.4,1
8,21,13,34,Al,x,-2997.619,2.105,1,7860.3506,0.0619,1,B-,16994.0653,2.2519,1,33,996781.924,2.259,1
6,20,14,34,Si,x,-19991.684,0.801,1,8337.1659,0.0236,1,B-,4557.0175,1.1395,1,33,978538.045,0.86,1
4,19,15,34,P,x,-24548.702,0.81,1,8448.1856,0.0238,1,B-,5382.9879,0.8116,1,33,973645.886,0.87,1
2,18,16,34,S,na,-29931.689,0.045,1,8583.4986,0.0013,1,B-,-5491.6037,0.0378,1,33,967867.011,0.047,1
0,17,17,34,Cl,na,-24440.086,0.049,1,8398.9706,0.0014,1,B-,-6061.793,0.0631,1,33,973762.49,0.052,1
-2,16,18,34,Ar,na,-18378.293,0.078,1,8197.6724,0.0023,1,B-,-17158.0,196.0,0,33,980270.092,0.083,1
-4,15,19,34,K,x,-1220.0,196.0,0,7670.0,6.0,0,B-,-16110.0,358.0,0,33,998690.0,210.0,0
-6,14,20,34,Ca,x,14890.0,300.0,0,7173.0,9.0,0,B-,999999.0,999999.0,1,34,15985.0,322.0,0
13,24,11,35,Na,-n,37831.0,670.0,0,6745.0,19.0,0,B-,22192.0,723.0,0,35,40614.0,720.0,0
11,23,12,35,Mg,x,15639.786,269.668,1,7356.2338,7.7048,1,B-,15863.5156,269.7679,1,35,16790.0,289.5,1
9,22,13,35,Al,x,-223.73,7.359,1,7787.1243,0.2103,1,B-,14167.7504,36.6047,1,34,999759.816,7.9,1
7,21,14,35,Si,2p-n,-14391.48,35.857,1,8169.5644,1.0245,1,B-,10466.3291,35.9049,1,34,984550.111,38.494,1
5,20,15,35,P,+p,-24857.809,1.866,1,8446.2496,0.0533,1,B-,3988.4006,1.8667,1,34,973314.045,2.003,1
3,19,16,35,S,na,-28846.21,0.04,1,8537.8511,0.0012,1,B-,167.3218,0.0257,1,34,969032.321,0.043,1
1,18,17,35,Cl,na,-29013.532,0.035,1,8520.279,0.001,1,B-,-5966.2429,0.6794,1,34,968852.694,0.038,1
-1,17,18,35,Ar,-,-23047.289,0.68,1,8327.4621,0.0194,1,B-,-11874.3955,0.8516,1,34,975257.719,0.73,1
-3,16,19,35,K,4n,-11172.893,0.512,1,7965.8409,0.0146,1,B-,-16363.0,200.0,0,34,988005.406,0.55,1
-5,15,20,35,Ca,x,5190.0,200.0,0,7476.0,6.0,0,B-,-21910.0,447.0,0,35,5572.0,215.0,0
-7,14,21,35,Sc,x,27100.0,400.0,0,6828.0,11.0,0,B-,999999.0,999999.0,1,35,29093.0,429.0,0
14,25,11,36,Na,-n,45903.0,687.0,0,6557.0,19.0,0,B-,25523.0,974.0,0,36,49279.0,737.0,0
12,24,12,36,Mg,x,20380.159,690.237,1,7244.4202,19.1733,1,B-,14429.7751,706.2429,1,36,21879.0,741.0,1
10,23,13,36,Al,x,5950.384,149.505,1,7623.5154,4.1529,1,B-,18386.5096,165.851,1,36,6388.0,160.5,1
8,22,14,36,Si,x,-12436.125,71.797,1,8112.5199,1.9944,1,B-,7814.9194,72.9852,1,35,986649.271,77.077,1
6,21,15,36,P,+,-20251.045,13.114,1,8307.8692,0.3643,1,B-,10413.0962,13.1124,1,35,978259.61,14.078,1
4,20,16,36,S,na,-30664.141,0.188,1,8575.39,0.0052,1,B-,-1142.1329,0.1893,1,35,967080.692,0.201,1
2,19,17,36,Cl,na,-29522.008,0.036,1,8521.9322,0.001,1,B-,709.5343,0.0449,1,35,968306.822,0.038,1
0,18,18,36,Ar,na,-30231.542,0.027,1,8519.9096,0.0008,1,B-,-12814.3607,0.3259,1,35,967545.106,0.028,1
-2,17,19,36,K,na,-17417.182,0.325,1,8142.2233,0.009,1,B-,-10966.0155,40.0013,1,35,981301.887,0.349,1
-4,16,20,36,Ca,4n,-6451.166,40.0,1,7815.8799,1.1111,1,B-,-22601.0,303.0,0,35,993074.388,42.941,1
-6,15,21,36,Sc,x,16150.0,300.0,0,7166.0,8.0,0,B-,999999.0,999999.0,1,36,17338.0,322.0,0
15,26,11,37,Na,-nn,53134.0,687.0,0,6403.0,19.0,0,B-,24923.0,980.0,0,37,57042.0,737.0,0
13,25,12,37,Mg,-n,28211.478,698.947,1,7055.1115,18.8905,1,B-,18401.9132,721.8139,1,37,30286.265,750.35,1
11,24,13,37,Al,x,9809.564,180.244,1,7531.316,4.8715,1,B-,16381.0765,213.1678,1,37,10531.0,193.5,1
9,23,14,37,Si,x,-6571.512,113.809,1,7952.9033,3.0759,1,B-,12424.5003,119.9691,1,36,992945.191,122.179,1
7,22,15,37,P,p-2n,-18996.012,37.948,1,8267.5561,1.0256,1,B-,7900.4135,37.9474,1,36,979606.942,40.738,1
5,21,16,37,S,-n,-26896.426,0.198,1,8459.9363,0.0054,1,B-,4865.1258,0.1965,1,36,971125.5,0.212,1
3,20,17,37,Cl,na,-31761.552,0.052,1,8570.2816,0.0014,1,B-,-813.8729,0.2,1,36,965902.573,0.055,1
1,19,18,37,Ar,-,-30947.679,0.207,1,8527.1406,0.0056,1,B-,-6147.4775,0.227,1,36,966776.301,0.221,1
-1,18,19,37,K,-p,-24800.201,0.094,1,8339.848,0.0025,1,B-,-11664.1314,0.6412,1,36,973375.89,0.1,1
-3,17,20,37,Ca,x,-13136.07,0.634,1,8003.4567,0.0171,1,B-,-16916.0,300.0,0,36,985897.849,0.68,1
-5,16,21,37,Sc,x,3780.0,300.0,0,7525.0,8.0,0,B-,-21390.0,500.0,0,37,4058.0,322.0,0
-7,15,22,37,Ti,x,25170.0,400.0,0,6926.0,11.0,0,B-,999999.0,999999.0,1,37,27021.0,429.0,0
16,27,11,38,Na,-n,61905.0,715.0,0,6216.0,19.0,0,B-,27831.0,875.0,0,38,66458.0,768.0,0
14,26,12,38,Mg,x,34074.0,503.0,0,6928.0,13.0,0,B-,17604.0,525.0,0,38,36580.0,540.0,0
12,25,13,38,Al,x,16470.0,150.0,0,7370.0,4.0,0,B-,20640.0,183.0,0,38,17681.0,161.0,0
10,24,14,38,Si,x,-4170.299,104.793,1,7892.8297,2.7577,1,B-,10451.2656,127.4736,1,37,995523.0,112.5,1
8,23,15,38,P,x,-14621.565,72.581,1,8147.2749,1.91,1,B-,12239.6512,72.934,1,37,984303.105,77.918,1
6,22,16,38,S,+,-26861.216,7.172,1,8448.7829,0.1887,1,B-,2936.9,7.1714,1,37,971163.3,7.699,1
4,21,17,38,Cl,-n,-29798.116,0.098,1,8505.4817,0.0026,1,B-,4916.7109,0.2182,1,37,968010.408,0.105,1
2,20,18,38,Ar,na,-34714.827,0.195,1,8614.2807,0.0051,1,B-,-5914.0671,0.0448,1,37,962732.102,0.209,1
0,19,19,38,K,na,-28800.76,0.195,1,8438.0593,0.0051,1,B-,-6742.2563,0.0626,1,37,969081.114,0.209,1
-2,18,20,38,Ca,na,-22058.503,0.194,1,8240.0434,0.0051,1,B-,-17809.0,200.0,0,37,976319.223,0.208,1
-4,17,21,38,Sc,x,-4249.0,200.0,0,7751.0,5.0,0,B-,-15619.0,361.0,0,37,995438.0,215.0,0
-6,16,22,38,Ti,x,11370.0,300.0,0,7319.0,8.0,0,B-,999999.0,999999.0,1,38,12206.0,322.0,0
17,28,11,39,Na,-n,69977.0,743.0,0,6056.0,19.0,0,B-,27201.0,903.0,0,39,75123.0,797.0,0
15,27,12,39,Mg,-n,42775.0,513.0,0,6734.0,13.0,0,B-,21286.0,594.0,0,39,45921.0,551.0,0
13,26,13,39,Al,x,21490.0,300.0,0,7260.0,8.0,0,B-,19169.0,329.0,0,39,23070.0,322.0,0
11,25,14,39,Si,x,2320.352,135.532,1,7730.9793,3.4752,1,B-,15094.9874,176.2324,1,39,2491.0,145.5,1
9,24,15,39,P,x,-12774.636,112.645,1,8097.9701,2.8883,1,B-,10388.0361,123.243,1,38,986285.865,120.929,1
7,23,16,39,S,2p-n,-23162.672,50.0,1,8344.2698,1.2821,1,B-,6637.5463,50.03,1,38,975133.85,53.677,1
5,22,17,39,Cl,-nn,-29800.218,1.732,1,8494.4032,0.0444,1,B-,3441.9774,5.2915,1,38,968008.151,1.859,1
3,21,18,39,Ar,+,-33242.195,5.0,1,8562.5988,0.1282,1,B-,565.0,5.0,1,38,964313.037,5.367,1
1,20,19,39,K,na,-33807.19535,0.00456,1,8557.0258,0.0003,1,B-,-6524.4888,0.5962,1,38,963706.48482,0.00489,1
-1,19,20,39,Ca,na,-27282.707,0.596,1,8369.6711,0.0153,1,B-,-13109.9804,24.0074,1,38,970710.811,0.64,1
-3,18,21,39,Sc,2n-p,-14172.726,24.0,1,8013.4575,0.6154,1,B-,-16673.0,202.0,0,38,984784.953,25.765,1
-5,17,22,39,Ti,x,2500.0,200.0,0,7566.0,5.0,0,B-,-20070.0,447.0,0,39,2684.0,215.0,0
-7,16,23,39,V,x,22570.0,400.0,0,7031.0,10.0,0,B-,999999.0,999999.0,1,39,24230.0,429.0,0
16,28,12,40,Mg,x,49550.0,500.0,0,6598.0,13.0,0,B-,20729.0,583.0,0,40,53194.0,537.0,0
14,27,13,40,Al,x,28820.0,300.0,0,7097.0,7.0,0,B-,23154.0,324.0,0,40,30940.0,322.0,0
12,26,14,40,Si,x,5666.876,121.991,1,7655.8247,3.0498,1,B-,13806.0653,147.8912,1,40,6083.641,130.962,1
10,25,15,40,P,x,-8139.189,83.607,1,7981.4177,2.0902,1,B-,14698.6603,83.7017,1,39,991262.221,89.755,1
8,24,16,40,S,na,-22837.85,3.982,1,8329.3255,0.0996,1,B-,4719.9687,32.3118,1,39,975482.561,4.274,1
6,23,17,40,Cl,+,-27557.818,32.066,1,8427.766,0.8016,1,B-,7482.0816,32.0655,1,39,970415.466,34.423,1
4,22,18,40,Ar,na,-35039.89997,0.00218,1,8595.2594,0.0002,1,B-,-1504.4031,0.0559,1,39,962383.12204,0.00234,1
2,21,19,40,K,na,-33535.497,0.056,1,8538.0907,0.0014,1,B-,1310.9051,0.0596,1,39,963998.165,0.06,1
0,20,20,40,Ca,na,-34846.402,0.02,1,8551.3046,0.0006,1,B-,-14323.0493,2.8281,1,39,962590.85,0.022,1
-2,19,21,40,Sc,-,-20523.353,2.828,1,8173.6697,0.0707,1,B-,-11529.9139,68.3023,1,39,977967.275,3.036,1
-4,18,22,40,Ti,na,-8993.439,68.244,1,7865.8632,1.7061,1,B-,-21463.0,308.0,0,39,990345.146,73.262,1
-6,17,23,40,V,x,12470.0,300.0,0,7310.0,7.0,0,B-,999999.0,999999.0,1,40,13387.0,322.0,0
17,29,12,41,Mg,x,58100.0,500.0,0,6425.0,12.0,0,B-,23510.0,640.0,0,41,62373.0,537.0,0
15,28,13,41,Al,x,34590.0,400.0,0,6980.0,10.0,0,B-,21390.0,500.0,0,41,37134.0,429.0,0
13,27,14,41,Si,x,13200.0,300.0,0,7482.0,7.0,0,B-,18180.0,323.0,0,41,14171.0,322.0,0
11,26,15,41,P,x,-4979.767,120.163,1,7906.5513,2.9308,1,B-,14028.8125,120.2326,1,40,994654.0,129.0,1
9,25,16,41,S,x,-19008.58,4.099,1,8229.6358,0.1,1,B-,8298.6116,68.8456,1,40,979593.451,4.4,1
7,24,17,41,Cl,x,-27307.192,68.723,1,8412.9593,1.6762,1,B-,5760.318,68.7243,1,40,970684.525,73.777,1
5,23,18,41,Ar,-n,-33067.51,0.347,1,8534.3733,0.0085,1,B-,2492.0392,0.3473,1,40,964500.57,0.372,1
3,22,19,41,K,na,-35559.5488,0.00376,1,8576.0731,0.0003,1,B-,-421.6406,0.1377,1,40,961825.25611,0.00403,1
1,21,20,41,Ca,na,-35137.908,0.138,1,8546.7075,0.0034,1,B-,-6495.5482,0.1553,1,40,962277.905,0.147,1
-1,20,21,41,Sc,na,-28642.36,0.077,1,8369.1979,0.0019,1,B-,-12944.8214,27.9449,1,40,969251.163,0.083,1
-3,19,22,41,Ti,x,-15697.539,27.945,1,8034.3889,0.6816,1,B-,-16008.0,202.0,0,40,983148.0,30.0,1
-5,18,23,41,V,x,310.0,200.0,0,7625.0,5.0,0,B-,-20100.0,447.0,0,41,333.0,215.0,0
-7,17,24,41,Cr,x,20410.0,400.0,0,7116.0,10.0,0,B-,999999.0,999999.0,1,41,21911.0,429.0,0
16,29,13,42,Al,x,41990.0,500.0,0,6829.0,12.0,0,B-,25150.0,583.0,0,42,45078.0,537.0,0
14,28,14,42,Si,x,16840.0,300.0,0,7410.0,7.0,0,B-,15748.0,315.0,0,42,18078.0,322.0,0
12,27,15,42,P,x,1091.842,95.009,1,7765.9122,2.2621,1,B-,18729.5899,95.0504,1,42,1172.14,101.996,1
10,26,16,42,S,x,-17637.748,2.794,1,8193.2275,0.0665,1,B-,7194.0221,59.6811,1,41,981065.1,3.0,1
8,25,17,42,Cl,x,-24831.77,59.616,1,8345.8864,1.4194,1,B-,9590.9082,59.8947,1,41,973342.0,64.0,1
6,24,18,42,Ar,x,-34422.678,5.775,1,8555.6141,0.1375,1,B-,599.3527,5.7763,1,41,963045.737,6.2,1
4,23,19,42,K,-n,-35022.031,0.106,1,8551.2571,0.0025,1,B-,3525.2626,0.1825,1,41,962402.305,0.113,1
2,22,20,42,Ca,na,-38547.293,0.148,1,8616.5646,0.0035,1,B-,-6426.2904,0.0485,1,41,958617.78,0.159,1
0,21,21,42,Sc,na,-32121.003,0.154,1,8444.9303,0.0037,1,B-,-7016.6496,0.2239,1,41,965516.686,0.165,1
-2,20,22,42,Ti,na,-25104.353,0.269,1,8259.24,0.0064,1,B-,-17485.0,196.0,0,41,973049.369,0.289,1
-4,19,23,42,V,x,-7620.0,196.0,0,7824.0,5.0,0,B-,-14679.0,358.0,0,41,991820.0,210.0,0
-6,18,24,42,Cr,x,7060.0,300.0,0,7456.0,7.0,0,B-,999999.0,999999.0,1,42,7579.0,322.0,0
17,30,13,43,Al,x,48270.0,600.0,0,6712.0,14.0,0,B-,23940.0,721.0,0,43,51820.0,644.0,0
15,29,14,43,Si,x,24330.0,400.0,0,7251.0,9.0,0,B-,19289.0,500.0,0,43,26119.0,429.0,0
13,28,15,43,P,x,5040.0,300.0,0,7681.0,7.0,0,B-,17236.0,300.0,0,43,5411.0,322.0,0
11,27,16,43,S,x,-12195.461,4.97,1,8063.8276,0.1156,1,B-,11964.05,62.0579,1,42,986907.635,5.335,1
9,26,17,43,Cl,x,-24159.51,61.859,1,8323.8672,1.4386,1,B-,7850.3002,62.086,1,42,974063.7,66.407,1
7,25,18,43,Ar,x,-32009.811,5.31,1,8488.2382,0.1235,1,B-,4565.5836,5.3254,1,42,965636.056,5.7,1
5,24,19,43,K,-4n,-36575.394,0.41,1,8576.2204,0.0095,1,B-,1833.4783,0.4687,1,42,960734.701,0.44,1
3,23,20,43,Ca,na,-38408.873,0.227,1,8600.6653,0.0053,1,B-,-2220.7227,1.865,1,42,958766.381,0.244,1
1,22,21,43,Sc,-p,-36188.15,1.863,1,8530.8265,0.0433,1,B-,-6872.5591,6.0147,1,42,961150.425,1.999,1
-1,21,22,43,Ti,na,-29315.591,5.719,1,8352.8054,0.133,1,B-,-11399.2333,43.2287,1,42,968528.42,6.139,1
-3,20,23,43,V,x,-17916.358,42.849,1,8069.5129,0.9965,1,B-,-15946.0,205.0,0,42,980766.0,46.0,1
-5,19,24,43,Cr,x,-1970.0,200.0,0,7680.0,5.0,0,B-,-19340.0,447.0,0,42,997885.0,215.0,0
-7,18,25,43,Mn,x,17370.0,400.0,0,7213.0,9.0,0,B-,999999.0,999999.0,1,43,18647.0,429.0,0
16,30,14,44,Si,x,29310.0,500.0,0,7156.0,11.0,0,B-,18200.0,640.0,0,44,31466.0,537.0,0
14,29,15,44,P,x,11110.0,400.0,0,7552.0,9.0,0,B-,20314.0,400.0,0,44,11927.0,429.0,0
12,28,16,44,S,x,-9204.236,5.216,1,7996.0154,0.1186,1,B-,11274.7373,85.7253,1,43,990118.846,5.6,1
10,27,17,44,Cl,x,-20478.973,85.566,1,8234.4788,1.9447,1,B-,12194.2869,85.5811,1,43,978014.918,91.859,1
8,26,18,44,Ar,x,-32673.26,1.584,1,8493.8411,0.036,1,B-,3108.2375,1.6381,1,43,964923.814,1.7,1
6,25,19,44,K,x,-35781.498,0.419,1,8546.7023,0.0095,1,B-,5687.2319,0.5303,1,43,961586.984,0.45,1
4,24,20,44,Ca,na,-41468.73,0.325,1,8658.1769,0.0074,1,B-,-3652.6948,1.7565,1,43,955481.489,0.348,1
2,23,21,44,Sc,-p,-37816.035,1.756,1,8557.3805,0.0399,1,B-,-267.4488,1.8899,1,43,959402.818,1.884,1
0,22,22,44,Ti,-a,-37548.586,0.7,1,8533.5215,0.0159,1,B-,-13740.5071,7.2986,1,43,959689.936,0.751,1
-2,21,23,44,V,na,-23808.079,7.265,1,8203.4567,0.1651,1,B-,-10386.1805,51.7447,1,43,974440.977,7.799,1
-4,20,24,44,Cr,x,-13421.899,51.232,1,7949.6265,1.1644,1,B-,-20882.0,304.0,0,43,985591.0,55.0,1
-6,19,25,44,Mn,x,7460.0,300.0,0,7457.0,7.0,0,B-,999999.0,999999.0,1,44,8009.0,322.0,0
17,31,14,45,Si,x,37090.0,600.0,0,7004.0,13.0,0,B-,21130.0,781.0,0,45,39818.0,644.0,0
15,30,15,45,P,x,15960.0,500.0,0,7456.0,11.0,0,B-,19301.0,583.0,0,45,17134.0,537.0,0
13,29,16,45,S,x,-3340.0,300.0,0,7867.0,7.0,0,B-,14922.0,329.0,0,44,996414.0,322.0,0
11,28,17,45,Cl,x,-18262.544,136.163,1,8181.5991,3.0259,1,B-,11508.2568,136.1643,1,44,980394.353,146.177,1
9,27,18,45,Ar,x,-29770.801,0.512,1,8419.9526,0.0114,1,B-,6844.8422,0.7311,1,44,968039.731,0.55,1
7,26,19,45,K,x,-36615.643,0.522,1,8554.6747,0.0116,1,B-,4196.5868,0.6369,1,44,960691.491,0.56,1
5,25,20,45,Ca,na,-40812.23,0.365,1,8630.5467,0.0081,1,B-,260.091,0.7377,1,44,956186.27,0.392,1
3,24,21,45,Sc,na,-41072.321,0.663,1,8618.941,0.0147,1,B-,-2062.0551,0.5086,1,44,955907.051,0.712,1
1,23,22,45,Ti,na,-39010.266,0.836,1,8555.7321,0.0186,1,B-,-7123.8247,0.2142,1,44,958120.758,0.897,1
-1,22,23,45,V,na,-31886.441,0.863,1,8380.0394,0.0192,1,B-,-12371.64,35.4073,1,44,965768.498,0.926,1
-3,21,24,45,Cr,x,-19514.801,35.397,1,8087.7286,0.7866,1,B-,-14535.0,302.0,0,44,979050.0,38.0,1
-5,20,25,45,Mn,x,-4980.0,300.0,0,7747.0,7.0,0,B-,-19388.0,412.0,0,44,994654.0,322.0,0
-7,19,26,45,Fe,-pp,14408.0,283.0,0,7299.0,6.0,0,B-,999999.0,999999.0,1,45,15467.0,304.0,0
16,31,15,46,P,x,22840.0,500.0,0,7320.0,11.0,0,B-,22200.0,640.0,0,46,24520.0,537.0,0
14,30,16,46,S,x,640.0,400.0,0,7785.0,9.0,0,B-,14375.0,411.0,0,46,687.0,429.0,0
12,29,17,46,Cl,x,-13734.949,97.249,1,8080.7757,2.1141,1,B-,16036.3062,97.2766,1,45,985254.926,104.4,1
10,28,18,46,Ar,x,-29771.255,2.329,1,8412.3835,0.0506,1,B-,5642.6746,2.4394,1,45,968039.244,2.5,1
8,27,19,46,K,x,-35413.929,0.727,1,8518.0428,0.0158,1,B-,7725.6802,2.349,1,45,961981.584,0.78,1
6,26,20,46,Ca,na,-43139.61,2.234,1,8668.9848,0.0486,1,B-,-1377.9665,2.3305,1,45,953687.726,2.398,1
4,25,21,46,Sc,-n,-41761.643,0.671,1,8622.0215,0.0146,1,B-,2366.626,0.6666,1,45,955167.034,0.72,1
2,24,22,46,Ti,na,-44128.269,0.09,1,8656.4623,0.002,1,B-,-7052.3723,0.0923,1,45,952626.356,0.097,1
0,23,23,46,V,na,-37075.897,0.134,1,8486.1423,0.0029,1,B-,-7604.3264,11.4538,1,45,960197.389,0.143,1
-2,22,24,46,Cr,na,-29471.57,11.453,1,8303.8233,0.249,1,B-,-17053.8226,87.3828,1,45,968360.969,12.295,1
-4,21,25,46,Mn,x,-12417.748,86.629,1,7916.0805,1.8832,1,B-,-13628.0,312.0,0,45,986669.0,93.0,1
-6,20,26,46,Fe,x,1210.0,300.0,0,7603.0,7.0,0,B-,999999.0,999999.0,1,46,1299.0,322.0,0
17,32,15,47,P,x,28810.0,600.0,0,7209.0,13.0,0,B-,21610.0,721.0,0,47,30929.0,644.0,0
15,31,16,47,S,x,7200.0,400.0,0,7652.0,9.0,0,B-,16781.0,447.0,0,47,7730.0,429.0,0
13,30,17,47,Cl,x,-9580.0,200.0,0,7992.0,4.0,0,B-,15787.0,200.0,0,46,989715.0,215.0,0
11,29,18,47,Ar,x,-25367.274,1.211,1,8311.425,0.0258,1,B-,10344.7078,1.849,1,46,972767.112,1.3,1
9,28,19,47,K,x,-35711.982,1.397,1,8514.8795,0.0297,1,B-,6632.6837,2.6237,1,46,961661.612,1.5,1
7,27,20,47,Ca,na,-42344.665,2.221,1,8639.3548,0.0473,1,B-,1992.177,1.1849,1,46,954541.134,2.384,1
5,26,21,47,Sc,na,-44336.842,1.931,1,8665.0958,0.0411,1,B-,600.7694,1.9292,1,46,952402.444,2.072,1
3,25,22,47,Ti,na,-44937.612,0.08,1,8661.2325,0.0017,1,B-,-2930.5422,0.0879,1,46,951757.491,0.085,1
1,24,23,47,V,na,-42007.07,0.11,1,8582.2348,0.0024,1,B-,-7443.9769,5.1976,1,46,954903.558,0.118,1
-1,23,24,47,Cr,na,-34563.093,5.197,1,8407.2067,0.1106,1,B-,-11996.7167,32.0943,1,46,962894.995,5.578,1
-3,22,25,47,Mn,x,-22566.376,31.671,1,8135.3117,0.6738,1,B-,-15437.0,501.0,0,46,975774.0,34.0,1
-5,21,26,47,Fe,x,-7130.0,500.0,0,7790.0,11.0,0,B-,-17750.0,781.0,0,46,992346.0,537.0,0
-7,20,27,47,Co,x,10620.0,600.0,0,7396.0,13.0,0,B-,999999.0,999999.0,1,47,11401.0,644.0,0
16,32,16,48,S,x,12390.0,500.0,0,7552.0,10.0,0,B-,16670.0,707.0,0,48,13301.0,537.0,0
14,31,17,48,Cl,x,-4280.0,500.0,0,7883.0,10.0,0,B-,18075.0,500.0,0,47,995405.0,537.0,0
12,30,18,48,Ar,x,-22354.927,16.767,1,8243.6656,0.3493,1,B-,9929.555,16.7847,1,47,976001.0,18.0,1
10,29,19,48,K,x,-32284.482,0.773,1,8434.2324,0.0161,1,B-,11940.3857,0.7734,1,47,965341.184,0.83,1
8,28,20,48,Ca,na,-44224.868,0.018,1,8666.6916,0.0004,1,B-,279.2155,4.9499,1,47,952522.654,0.018,1
