#nucid	Z	A	liso	energy_[keV]	D_energy_[keV]	beta-_%	D_beta-	AME2021_Qb	AME2020_D_Qb	AME2020_Qb1n	AME2020_D_Qb1n	AME2021_Qb2n	AME2021_D_Qb2n	Qb3n	D_Qb3n	T12	D_T12	P1n	D_P1n	P2n	D_P2n	P3n	D_P3n	Neueff_1n	lowerEff	upperEff	Neueff_2n	lowerEff	upperEff	D_T12_Hi	D_P1n_Hi	D_P2n_Hi
136Sn	50	136	0	0	0	100	0	8337	200	5449	200	1706.4783	200.108550677	0	0	0.366344	0.004214952101199	18.4735	1.31449135515187	0	0	0	0	0.643705977086123	0.060499533140567	0.060499533140567	0.673591	0.020226064193335	0.020254455725911	0.004604684299124	2.83629961435671	0
137Sn	50	137	0	0	0	100	0	9911	304	6286	300	3398.3037	308.454234343	20	400	0.230912	0.006180708349154	22.5887	1.92471976269378	0.438327	0.215235450828831	0	0	0.655451	0.03901809596919	0.024113900059113	0.6732	0.020937572567038	0.020201491454841	0.007444983037858	2.53676747379416	0.216749549277986
138Sn	50	138	0	0	0	100	0	9140	500	6479	403	2854	583.095189485	620	500	0.148029	0.019505975481911	26.4263	4.58913164662989	1.76734	1.25062005542091	0	0	0.654722	0.039801149437618	0.024407497384115	0.6732	0.020564953197126	0.020206978299588	0.021924432165053	3.71947884513409	1.26194391385513
139Sn	50	139	0	0	0	100	0	10740	565	7269	500	4608	693.998559076	1850	500	0.13	0.06	0	0	0	0	0	0	0.651856	0.045455624253357	0.025425471898519	0.669969	0.021357535997041	0.020364462768875	0.06	0	0
134Sb	51	134	0	0	0	100	0	8514.7483	4.1221	846.8108	3.7037	0	0	0	0	0.675	0.006	0	0	0	0	0	0	0.673602	0.020223301262741	0.020259159236345	0.673098	0.020193910711984	0.020193094533617	0.006	0	0
134Sb	51	134	1	0	0	100	0	0	0	0	0	0	0	0	0	9.97	0.1	0.088	0.0036	0	0	0	0	0.673098	0.020193910711984	0.020193094533617	0.673098	0.020193910711984	0.020193094533617	0.1	0.0036	0
135Sb	51	135	0	0	0	100	0	8038.4581	3.1524	4772.102	3.8097	0	0	0	0	1.668	0.01	22.86	0.92	0	0	0	0	0.66291	0.032513473903753	0.021186498679348	0.673098	0.020193910711984	0.020193094533617	0.01	0.92	0
136Sb	51	136	0	0	0	100	0	9918.3897	6.2599	5150.5827	6.0786	1884.2267	7.20638342166	0	0	0.923	0.014	18.2	0.74	0.24	0.11	0	0	0.661471	0.033948733709181	0.021436253041446	0.673454	0.020285429773717	0.020211886233214	0.014	0.74	0.11
137Sb	51	137	0	0	0	100	0	9243.3698	52.2059	6293.5687	52.2135	1525.7618	52.2765174863	0	0	0.492	0.025	34.9	1.25	0.29	0.19	0	0	0.655397	0.039092450023606	0.024142717428825	0.673731	0.020218903910076	0.020329906131729	0.025	1.25	0.19
138Sb	51	138	0	0	0	100	0	11046	300	6583	300	3632.6484	300.03256774	-700	1100	0.348	0.015	33.51	2.1	0	0	0	0	0.654354	0.040144134448066	0.024531097867491	0.672702	0.021127889121339	0.020200499467182	0.015	2.1	0
139Sb	51	139	0	0	0	100	0	10155	400	7575	400	3111.0458	400.021176259	420	400	0.0985	0.0085	58.89	1.33	1.23	0.87	0	0	0.650634	0.047526214142938	0.025899975246328	0.6732	0.020723955220951	0.020204183749907	0.0085	1.33	0.87
140Sb	51	140	0	0	0	100	0	11977	600	7743	600	5162.9094	600.184181295	1150	600	0.173	0.012	23	4	7.6	2.5	0	0	0.649842	0.04785960555069	0.02619962159016	0.669535	0.022454639801219	0.020417679339301	0.012	4	2.5
136Te	52	136	0	0	0	100	0	5119.9455	14.188	1282.5824	3.0734	0	0	0	0	17.67	0.09	1.37	0.05	0	0	0	0	0.6732	0.020534297163526	0.020210826108796	0.673098	0.020193910711984	0.020193094533617	0.09	0.05	0
137Te	52	137	0	0	0	100	0	7052.5063	8.6426	2170.1444	14.3427	0	0	0	0	2.51	0.05	2.91	0.16	0	0	0	0	0.670678	0.021458442690829	0.020295017386433	0.673098	0.020193910711984	0.020193094533617	0.05	0.16	0
138Te	52	138	0	0	0	100	0	6283.9149	7.0625	2588.9557	9.199	0	0	0	0	1.4	0.4	4.82	0.23	0	0	0	0	0.669529	0.02257236307206	0.020418580133224	0.673098	0.020193910711984	0.020193094533617	0.4	0.23	0
139Te	52	139	0	0	0	100	0	8265.8835	5.3454	3703.5113	6.9332	8.5521	10.7191276977	0	0	1.715	0.325	0	0	0	0	0	0	0.667378	0.026565778294558	0.02083453266564	0.675372	0.020261898567153	0.020262197056233	0.325	0	0
140Te	52	140	0	0	0	100	0	7238.7734	18.7976	4032.1965	14.925	0	0	0	0	0.35	0.005	0	0	0	0	0	0	0.665474	0.02821584308874	0.021079583397411	0.673098	0.020193910711984	0.020193094533617	0.005	0	0
137I	53	137	0	0	0	100	0	6027.1455	8.3841	2001.5836	8.3834	0	0	0	0	24.59	0.1	7.63	0.14	0	0	0	0	0.671666	0.021467550372607	0.020229507112147	0.673098	0.020193900931806	0.020193086808203	0.1	0.14	0
138I	53	138	0	0	0	100	0	7992.3346	6.5881	2332.1864	5.9625	0	0	0	0	6.251	0.031	5.3	0.21	0	0	0	0	0.669772	0.021329738108697	0.020387191537473	0.673098	0.020193900931806	0.020193086808203	0.031	0.21	0
139I	53	139	0	0	0	100	0	7173.6224	4.5424	3429.9624	4.8893	0	0	0	0	2.28	0.011	9.74	0.33	0	0	0	0	0.668202	0.025699712946327	0.020659731980924	0.673098	0.020193900931806	0.020193086808203	0.011	0.33	0
140I	53	140	0	0	0	100	0	9380.2388	12.3313	3967.0454	12.2975	223.3855	12.8587035	0	0	0.86	0.04	7.88	0.43	0	0	0	0	0.665741	0.027994239178318	0.021042667301768	0.67312	0.020193698273471	0.020193899597651	0.04	0.43	0
141I	53	141	0	0	0	100	0	8270.643	16.0965	4988.4776	16.0057	0	0	0	0	0.43	0.02	21.2	3	0	0	0	0	0.662507	0.033906118511916	0.021106316152851	0.673098	0.020193900931806	0.020193086808203	0.02	3	0
142I	53	142	0	0	0	100	0	10426.6792	5.6276	5323.0214	5.7194	2040.856	6.66256737377	0	0	0.2	0.1	0	0	0	0	0	0	0.660229	0.033970824249595	0.021890906404188	0.673334	0.020374928318902	0.020200388412117	0.1	0	0
141Xe	54	141	0	0	0	100	0	6280.0423	9.6378	781.1114	8.6925	0	0	0	0	1.728	0.013	0.0433	0.0027	0	0	0	0	0.673702	0.020217293348112	0.02031145576574	0.673098	0.020193900931806	0.020193090646149	0.013	0.0027	0
142Xe	54	142	0	0	0	100	0	5284.9078	7.5655	1176.3845	9.5836	0	0	0	0	1.221	0.02	0.36	0.07	0	0	0	0	0.6732	0.020522291319441	0.020213837265596	0.673098	0.020193900931806	0.020193090646149	0.02	0.07	0
143Xe	54	143	0	0	0	100	0	7472.6365	8.8908	2240.356	8.4635	0	0	0	0	0.511	0.006	1	0.15	0	0	0	0	0.670283	0.021402124989825	0.020331339702049	0.673098	0.020193900931806	0.020193090646149	0.006	0.15	0
144Xe	54	144	0	0	0	100	0	6399.0606	20.8203	2731.8992	9.2491	0	0	0	0	0.388	0.007	3	0.3	0	0	0	0	0.669486	0.023373837720332	0.020425086285654	0.673098	0.020193900931806	0.020193090646149	0.007	0.3	0
145Xe	54	145	0	0	0	100	0	8561.0867	14.3929	3706.7067	23.0269	39.5454	18.6203941446	0	0	0.188	0.004	5	0.6	0	0	0	0	0.667291	0.026638224918581	0.020844799131028	0.67546	0.020382120582511	0.020263861686263	0.004	0.6	0
146Xe	54	146	0	0	0	100	0	7355.4298	24.3911	4028.1553	25.8604	0	0	0	0	0.146	0.006	6.9	1.5	0	0	0	0	0.66544	0.028241280605525	0.021084402060291	0.673098	0.020193900931806	0.020193090646149	0.006	1.5	0
147Xe	54	147	0	0	0	100	0	9520	200	4839	200	1511.7152	200.380863337	0	0	0.125	0.075	4	4	0	0	0	0	0.662799	0.032894897597665	0.021164126817823	0.67374	0.020219412178399	0.020335834131896	0.075	4	0
141Cs	55	141	0	0	0	100	0	5255.141	9.6174	719.236	11.6318	0	0	0	0	24.91	0.06	0.0342	0.0014	0	0	0	0	0.673796	0.020222664529048	0.020323706469402	0.673098	0.020193900931806	0.020193090646149	0.06	0.0014	0
142Cs	55	142	0	0	0	100	0	7327.7007	8.3627	1146.6177	8.8444	0	0	0	0	1.687	0.014	0.0916	0.0038	0	0	0	0	0.6732	0.020518748524216	0.020214816348411	0.673098	0.020193900931806	0.020193090646149	0.014	0.0038	0
143Cs	55	143	0	0	0	100	0	6261.6865	9.7303	2095.4203	9.6127	0	0	0	0	1.795	0.009	1.582	0.025	0	0	0	0	0.671066	0.021514515163498	0.020264873740549	0.673098	0.020193900931806	0.020193090646149	0.009	0.025	0
144Cs	55	144	0	0	0	100	0	8495.7679	20.4163	2594.5252	21.2353	0	0	0	0	0.989	0.005	2.98	0.11	0	0	0	0	0.669526	0.022641116562758	0.020419031177027	0.673098	0.020193900931806	0.020193090646149	0.005	0.11	0
144Cs	55	144	1	0	0	100	0	0	0	0	0	0	0	0	0	0.5	0.5	0	0	0	0	0	0	0.673098	0.020193900931806	0.020193090646149	0.673098	0.020193900931806	0.020193090646149	0.5	0	0
145Cs	55	145	0	0	0	100	0	7461.7591	12.4121	3641.3878	11.4927	0	0	0	0	0.581	0.006	13.5	0.6	0	0	0	0	0.667547	0.026411191917218	0.020808976584352	0.673098	0.020193900931806	0.020193090646149	0.006	0.6	0
146Cs	55	146	0	0	0	100	0	9555.8882	3.3918	4134.4846	8.9568	314.1133	8.09713304139	0	0	0.3217	0.0011	14.3	0.8	0	0	0	0	0.664782	0.028747845515301	0.021179671781489	0.673209	0.020232844039158	0.020196864779289	0.0011	0.8	0
147Cs	55	147	0	0	0	100	0	8343.9631	21.4535	4874.8779	8.5682	0	0	0	0	0.2297	0.001	28.5	2	0	0	0	0	0.662701	0.033233499888831	0.021144629433048	0.673098	0.020193900931806	0.020193090646149	0.001	2	0
148Cs	55	148	0	0	0	100	0	10633.9614	13.1258	5281.7677	23.6651	1812.6826	13.3281767725	0	0	0.151	0.001	29	4.5	0	0	0	0	0.660483	0.033966332712851	0.021792965446678	0.673505	0.020258191220405	0.020224000977119	0.001	4.5	0
149Cs	55	149	0	0	0	100	0	9531	400	6174	400	821.78	400.495064404	0	0	0.106	0.007	25	4	0	0	0	0	0.655807	0.038534013911402	0.023925776144654	0.672226	0.020212787649614	0.020194934304632	0.007	4	0
150Cs	55	150	0	0	0	100	0	11720	400	6589	400	3232.4756	400.043131925	0	0	0.081	0.003	20	10	0	0	0	0	0.654251	0.040239487048183	0.024565859702052	0.6732	0.020816832900324	0.02020287467169	0.003	10	0
151Cs	55	151	0	0	0	100	0	10660	640	7539	500	2408	754.718490565	0	0	0.069	0.026	0	0	0	0	0	0	0.650667	0.047471921378854	0.02588758015729	0.6732	0.020525495974519	0.020213007124127	0.026	0	0
147Ba	56	147	0	0	0	100	0	6414.3615	22.466	885.8201	19.8186	0	0	0	0	0.894	0.007	0.066	0.045	0	0	0	0	0.673536	0.020244830771493	0.020233446887923	0.673098	0.020193900931806	0.020193090646149	0.007	0.045	0
148Ba	56	148	0	0	0	100	0	5163.8307	19.5252	1062.1679	10.8154	0	0	0	0	0.62	0.022	0.39	0.33	0	0	0	0	0.673268	0.020438510117951	0.020204377145599	0.673098	0.020193900931806	0.020193090646149	0.022	0.33	0
149Ba	56	149	0	0	0	100	0	7389.301	200.2781	1806.8043	19.63	0	0	0	0	0.352	0.006	2.2	1.7	0	0	0	0	0.672739	0.021116850023356	0.02020018799192	0.673098	0.020193900931806	0.020193090646149	0.006	1.7	0
150Ba	56	150	0	0	0	100	0	6421.3477	6.2138	2258.803	200.3429	0	0	0	0	0.259	0.005	0	0	0	0	0	0	0.670114	0.021377907678171	0.020348709927079	0.673098	0.020193900931806	0.020193090646149	0.005	0	0
151Ba	56	151	0	0	0	100	0	8370	591	3300	400	0	0	0	0	0.167	0.005	0	0	0	0	0	0	0.668528	0.025366290211728	0.020592821615932	0.673098	0.020193900931806	0.020193090646149	0.005	0	0
152Ba	56	152	0	0	0	100	0	7680	500	3629	591	0	0	0	0	0.139	0.008	0	0	0	0	0	0	0.667573	0.026381166071577	0.020802679353778	0.673098	0.020193900931806	0.020193090646149	0.008	0	0
153Ba	56	153	0	0	0	100	0	9590	500	4749	500	698	727.901779088	0	0	0.116	0.052	0	0	0	0	0	0	0.662924	0.032465494417895	0.02118930746387	0.671665	0.020261690699507	0.020211099079528	0.052	0	0
154Ba	56	154	0	0	0	100	0	8610	583	5068	583	228	720.877936963	0	0	0.053	0.048	0	0	0	0	0	0	0.661865	0.033941855199775	0.021304285751991	0.673125	0.020194155665997	0.02019406058876	0.048	0	0
147La	57	147	0	0	0	100	0	5335.5046	13.7248	876.1533	18.1606	0	0	0	0	4.073	0.023	0.043	0.004	0	0	0	0	0.673551	0.02023905787434	0.020238606069611	0.673098	0.020193900931806	0.020193094533617	0.023	0.004	0
148La	57	148	0	0	0	100	0	7689.6824	22.4573	1233.8418	21.2752	0	0	0	0	1.34	0.07	0.19	0.05	0	0	0	0	0.6732	0.020529074626003	0.02021211678672	0.673098	0.020193900931806	0.020193094533617	0.07	0.05	0
149La	57	149	0	0	0	100	0	6450	200	2107.1856	200.5749	0	0	0	0	1.091	0.034	1.41	0.34	0	0	0	0	0.670979	0.021502212365171	0.020271112095712	0.673098	0.020193900931806	0.020193094533617	0.034	0.34	0
150La	57	150	0	0	0	100	0	8535.7155	11.9641	2287.4553	10.5506	0	0	0	0	0.51	0.02	2.69	0.34	0	0	0	0	0.669972	0.021357958907761	0.020364229857905	0.673098	0.020193900931806	0.020193094533617	0.02	0.34	0
151La	57	151	0	0	0	100	0	7914.7191	435.833	3465.2057	435.6306	0	0	0	0	0.463	0.024	0	0	0	0	0	0	0.668048	0.025862786514094	0.02069305248806	0.673098	0.020193900931806	0.020193094533617	0.024	0	0
152La	57	152	0	0	0	100	0	9690	361	3864	300	0	0	0	0	0.2895	0.0145	0	0	0	0	0	0	0.666282	0.027511811084907	0.020970141014586	0.673098	0.020193900931806	0.020193094533617	0.0145	0	0
153La	57	153	0	0	0	100	0	8850	361	4849	361	0	0	0	0	0.245	0.018	0	0	0	0	0	0	0.662721	0.033160983270357	0.021148941639167	0.673098	0.020193900931806	0.020193094533617	0.018	0	0
154La	57	154	0	0	0	100	0	10690	361	5309	361	1308	458.704698036	0	0	0.161	0.015	0	0	0	0	0	0	0.660147	0.034035232560511	0.021922870693595	0.673898	0.020228985811543	0.020303332336432	0.015	0	0
155La	57	155	0	0	0	100	0	9850	500	6218	447	837	616.701710716	0	0	0.101	0.028	0	0	0	0	0	0	0.655541	0.038896014788316	0.024066428617743	0.672375	0.020205910411622	0.02019231067913	0.028	0	0
156La	57	156	0	0	0	100	0	11769	500	6658	500	3026	616.701710716	0	0	0.084	0.078	0	0	0	0	0	0	0.653962	0.040570947877756	0.024664597537759	0.6732	0.020681955057489	0.020204821825495	0.078	0	0
153Ce	58	153	0	0	0	100	0	6659	201	777	201	0	0	0	0	0.865	0.025	0	0	0	0	0	0	0.673701	0.020217238551813	0.020311128222255	0.673098	0.020193900931806	0.020193094533617	0.025	0	0
154Ce	58	154	0	0	0	100	0	5640	224	1278	201	0	0	0	0	0.722	0.014	0	0	0	0	0	0	0.6732	0.020534116416345	0.020210864429806	0.673098	0.020193900931806	0.020193094533617	0.014	0	0
155Ce	58	155	0	0	0	100	0	7635	300	2008	316	0	0	0	0	0.313	0.007	0	0	0	0	0	0	0.671504	0.021525401641187	0.020237742359621	0.673098	0.020193900931806	0.020193094533617	0.007	0	0
156Ce	58	156	0	0	0	100	0	6630	300	2524	300	0	0	0	0	0.233	0.009	0	0	0	0	0	0	0.669546	0.022224351115486	0.020416032364404	0.673098	0.020193900931806	0.020193094533617	0.009	0	0
157Ce	58	157	0	0	0	100	0	8504	400	3448	400	0	0	0	0	0.175	0.041	0	0	0	0	0	0	0.668101	0.025805969785709	0.020681461567812	0.673098	0.020193900931806	0.020193094533617	0.041	0	0
158Ce	58	158	0	0	0	100	0	7610	500	3824	400	0	0	0	0	0.099	0.093	0	0	0	0	0	0	0.666485	0.027332128616383	0.02094384839762	0.673098	0.020193900931806	0.020193094533617	0.093	0	0
153Pr	59	153	0	0	0	100	0	5761.8901	12.1896	509.8557	27.2079	0	0	0	0	4.29	0.11	0	0	0	0	0	0	0.673802	0.020221271515006	0.020238730757723	0.673098	0.020193910711984	0.020193098470606	0.11	0	0
154Pr	59	154	0	0	0	100	0	7720	100	1399.4593	100.043	0	0	0	0	2.3	0.1	0	0	0	0	0	0	0.6732	0.020549463277663	0.020207444568772	0.673098	0.020193910711984	0.020193098470606	0.1	0	0
155Pr	59	155	0	0	0	100	0	6868.4609	19.4725	2092.9489	17.2284	0	0	0	0	1.47	0.03	0	0	0	0	0	0	0.671014	0.021507065126986	0.020268635335819	0.673098	0.020193910711984	0.020193098470606	0.03	0	0
156Pr	59	156	0	0	0	100	0	8752.8229	1.6585	2763.1711	9.2107	0	0	0	0	0.444	0.006	0	0	0	0	0	0	0.669471	0.023574278649768	0.020427376700323	0.673098	0.020193910711984	0.020193098470606	0.006	0	0
157Pr	59	157	0	0	0	100	0	8059.3109	3.8207	3696.0061	3.4251	0	0	0	0	0.304	0.02	0	0	0	0	0	0	0.667241	0.026680687713642	0.020850620922958	0.673098	0.020193910711984	0.020193098470606	0.02	0	0
158Pr	59	158	0	0	0	100	0	9685	300	4273	300	0	0	0	0	0.181	0.014	0	0	0	0	0	0	0.663862	0.029469362404701	0.021322047381516	0.673098	0.020193910711984	0.020193098470606	0.014	0	0
159Pr	59	159	0	0	0	100	0	8954	401	4994	400	0	0	0	0	0.134	0.043	0	0	0	0	0	0	0.662267	0.033934317752978	0.021176340698055	0.673098	0.020193910711984	0.020193098470606	0.043	0	0
160Pr	59	160	0	0	0	100	0	10525	402	5453	401	1492.9723	404.69112623	0	0	0.17	0.14	0	0	0	0	0	0	0.659063	0.035371973851795	0.022369199318977	0.673747	0.020219810261427	0.020334287472348	0.14	0	0
158Nd	60	158	0	0	0	100	0	5271.0196	1.5776	390.6746	7.1265	0	0	0	0	0.8095	0.0255	0	0	0	0	0	0	0.671937	0.020230678257837	0.020202466254695	0.673098	0.020193910711984	0.020193106493148	0.0255	0	0
159Nd	60	159	0	0	0	100	0	6830.3441	31.4529	1310.8177	29.821	0	0	0	0	0.4945	0.0295	0	0	0	0	0	0	0.6732	0.020539195140024	0.020209662664181	0.673098	0.020193910711984	0.020193106493148	0.0295	0	0
160Nd	60	160	0	0	0	100	0	6170.1238	46.6198	1758.5182	47.6443	0	0	0	0	0.439	0.037	0	0	0	0	0	0	0.672971	0.021048778733145	0.020199590841324	0.673098	0.020193910711984	0.020193106493148	0.037	0	0
161Nd	60	161	0	0	0	100	0	7856	400	2593	400	0	0	0	0	0.215	0.076	0	0	0	0	0	0	0.669523	0.022690151338766	0.020419482652019	0.673098	0.020193910711984	0.020193106493148	0.076	0	0
162Nd	60	162	0	0	0	100	0	7030	500	3005	400	0	0	0	0	0.31	0.2	0	0	0	0	0	0	0.66935	0.024637992131057	0.020446246116341	0.673098	0.020193910711984	0.020193106493148	0.2	0	0
159Pm	61	159	0	0	0	100	0	5653.4982	11.6438	626.1798	11.1023	0	0	0	0	1.49	0.18	0	0	0	0	0	0	0.673942	0.020231870932457	0.020295414788262	0.673098	0.020193910711984	0.020193094533617	0.18	0	0
160Pm	61	160	0	0	0	100	0	7338.5338	2.833	1241.8926	6.2776	0	0	0	0	0.725	0.057	0	0	0	0	0	0	0.6732	0.020531050922931	0.020211601915732	0.673098	0.020193910711984	0.020193094533617	0.057	0	0
161Pm	61	161	0	0	0	100	0	6585.4546	11.3187	2075.2655	9.2448	0	0	0	0	1.05	0.15	0	0	0	0	0	0	0.671113	0.021521482497544	0.020261627992146	0.673098	0.020193910711984	0.020193094533617	0.15	0	0
162Pm	61	162	0	0	0	100	0	8339	300	2561	300	0	0	0	0	0.63	0.18	0	0	0	0	0	0	0.669531	0.022528776996653	0.020418279676919	0.673098	0.020193910711984	0.020193094533617	0.18	0	0
163Pm	61	163	0	0	0	100	0	7640	400	3348	400	0	0	0	0	0.43	0.35	0	0	0	0	0	0	0.668338	0.025554656131899	0.020631218044982	0.673098	0.020193910711984	0.020193094533617	0.35	0	0
163Sm	62	163	0	0	0	100	0	5974.2073	7.4141	52.0143	7.4752	0	0	0	0	1.25	0.49	0	0	0	0	0	0	0.673004	0.020190387852005	0.02026694635643	0.673098	0.020193900931806	0.020193090646149	0.49	0	0
164Sm	62	164	0	0	0	100	0	5306.8315	4.5907	577.1863	4.197	0	0	0	0	1.43	0.24	0	0	0	0	0	0	0.67402	0.020237219778418	0.020282781696799	0.673098	0.020193900931806	0.020193090646149	0.24	0	0
165Sm	62	165	0	0	0	100	0	7219	400	1651	400	0	0	0	0	0.98	0.21	0	0	0	0	0	0	0.6732	0.02088876829782	0.02020201635976	0.673098	0.020193900931806	0.020193090646149	0.21	0	0
166Sm	62	166	0	0	0	100	0	6299	412	2208	400	0	0	0	0	0.8	0.63	0	0	0	0	0	0	0.670373	0.021414951020633	0.020322641049236	0.673098	0.020193900931806	0.020193090646149	0.63	0	0
165Eu	63	165	0	0	0	100	0	5796.6788	5.3733	893.2663	5.3077	0	0	0	0	2.53	0.26	0	0	0	0	0	0	0.673517	0.020252444750205	0.020227596480059	0.673098	0.020193910711984	0.020193106493148	0.26	0	0
166Eu	63	166	0	0	0	100	0	7622	100	1706	100	0	0	0	0	1.285	0.115	0	0	0	0	0	0	0.6732	0.020983327953402	0.02020103504774	0.673098	0.020193910711984	0.020193106493148	0.115	0	0
167Eu	63	167	0	0	0	100	0	7006	400	2530	400	0	0	0	0	1.33	0.51	0	0	0	0	0	0	0.669542	0.022315356255001	0.020416630593406	0.673098	0.020193910711984	0.020193106493148	0.51	0	0
168Eu	63	168	0	0	0	100	0	8899	500	3454	400	0	0	0	0	0.2	0.1	0	0	0	0	0	0	0.668013	0.025901840308212	0.020700777771671	0.673098	0.020193910711984	0.020193106493148	0.1	0	0
169Gd	64	169	0	0	0	100	0	6590	500	820	400	0	0	0	0	0.75	0.21	0	0	0	0	0	0	0.673629	0.020217745365814	0.020271636901763	0.673098	0.020193910711984	0.020193098470606	0.21	0	0
170Gd	64	170	0	0	0	100	0	5860	583	1559	583	0	0	0	0	0.375	0.175	0	0	0	0	0	0	0.6732	0.020759499801296	0.020203651947111	0.673098	0.020193910711984	0.020193098470606	0.175	0	0
169Tb	65	169	0	0	0	100	0	5116	425	7	331	0	0	0	0	5.13	0.32	0	0	0	0	0	0	0.675428	0.020263980602675	0.020263160683013	0.673098	0.020193910711984	0.020193102457116	0.32	0	0
170Tb	65	170	0	0	0	100	0	7000	361	815	425	0	0	0	0	0.96	0.078	0	0	0	0	0	0	0.673639	0.02021593631492	0.020276823643976	0.673098	0.020193910711984	0.020193102457116	0.078	0	0
171Tb	65	171	0	0	0	100	0	6240	447	1869	447	0	0	0	0	1.235	0.095	0	0	0	0	0	0	0.672258	0.021266399453307	0.020207939348375	0.673098	0.020193910711984	0.020193102457116	0.095	0	0
172Tb	65	172	0	0	0	100	0	8070	583	2249	539	0	0	0	0	0.76	0.19	0	0	0	0	0	0	0.670081	0.021373577447514	0.020352241471271	0.673098	0.020193910711984	0.020193102457116	0.19	0	0
174Ho	67	174	0	0	0	100	0	6080	423	-287	358	0	0	0	0	3.2	1.1	0	0	0	0	0	0	0.673098	0.020193900931806	0.020193090646149	0.673098	0.020193900931806	0.020193090646149	1.1	0	0
192Ta	73	192	0	0	0	100	0	6520	447	5	402	0	0	0	0	2.2	0.7	0	0	0	0	0	0	0.675394	0.020262748720556	0.020261845269185	0.673098	0.020193920541678	0.020193114713773	0.7	0	0
206Au	79	206	0	0	0	100	0	6755	301	26	300	0	0	0	0	47	15	0	0	0	0	0	0	0.674701	0.020311876340233	0.020255405808349	0.673098	0.020193910711984	0.020193098470606	15	0	0
209Hg	80	209	0	0	0	100	0	5035	150	69	150	0	0	0	0	6	1	0	0	0	0	0	0	0.673037	0.020191581588179	0.020198708845669	0.673098	0.020193920541678	0.0201931105787	1	0	0
210Hg	80	210	0	0	0	100	0	3947	201	273	200	0	0	0	0	64	12	2.2	2.2	0	0	0	0	0.672514	0.020233350493094	0.0201859524466	0.673098	0.020193920541678	0.0201931105787	12	2.2	0
211Hg	80	211	0	0	0	100	0	5688	205	785	201	0	0	0	0	26.4	8.1	6.3	6.3	0	0	0	0	0.673674	0.020215777710699	0.020295355169309	0.673098	0.020193920541678	0.0201931105787	8.1	6.3	0
209Tl	81	209	0	0	0	100	0	3969.7809	6.2115	32.4083	6.14	0	0	0	0	129.72	0.42	0	0	0	0	0	0	0.673834	0.020231002189719	0.020285706731598	0.673098	0.020193910711984	0.020193098470606	0.42	0	0
210Tl	81	210	0	0	0	100	0	5481.4334	11.561	296.2599	11.6204	0	0	0	0	78	1.8	0.0085	0.0055	0	0	0	0	0.672236	0.020240719866803	0.02018958456052	0.673098	0.020193910711984	0.020193098470606	1.8	0.0055	0
211Tl	81	211	0	0	0	100	0	4415.0129	41.9781	579.1119	41.9422	0	0	0	0	80	18	2.2	2.2	0	0	0	0	0.674008	0.02023637738474	0.02028455327725	0.673098	0.020193910711984	0.020193098470606	18	2.2	0
212Tl	81	212	0	0	0	100	0	5998	200	871	200	0	0	0	0	34	13	1.8	1.8	0	0	0	0	0.67354	0.020243238239966	0.020234775596482	0.673098	0.020193910711984	0.020193098470606	13	1.8	0
213Tl	81	213	0	0	0	100	0	4987.4088	27.8941	1261.4226	27.0759	0	0	0	0	24.4	4.4	7.6	3.4	0	0	0	0	0.6732	0.020535382635831	0.020210559245108	0.673098	0.020193910711984	0.020193098470606	4.4	3.4	0
214Tl	81	214	0	0	0	100	0	6648	196	1597	196	0	0	0	0	11	2.4	34	12	0	0	0	0	0.6732	0.020857193387414	0.020202387977662	0.673098	0.020193910711984	0.020193098470606	2.4	12	0
215Tl	81	215	0	0	0	100	0	5688	305	2142	300	0	0	0	0	9.7	3.8	4.6	4.6	0	0	0	0	0.670441	0.021424435139179	0.020316114713028	0.673098	0.020193910711984	0.020193098470606	3.8	4.6	0
216Tl	81	216	0	0	0	100	0	7361	361	2457	305	0	0	0	0	5.9	3.3	5.75	5.75	0	0	0	0	0.669543	0.022290609479422	0.020416480964263	0.673098	0.020193910711984	0.020193098470606	3.3	5.75	0
219Bi	83	219	0	0	0	100	0	3638	201	-108	200	0	0	0	0	10.6	4.7	0	0	0	0	0	0	0.673098	0.020193910711984	0.020193098470606	0.673098	0.020193910711984	0.020193098470606	4.7	0	0
220Bi	83	220	0	0	0	100	0	5696	300	207	300	0	0	0	0	9.5	5.7	0	0	0	0	0	0	0.673263	0.020213294670887	0.020198523719621	0.673098	0.020193910711984	0.020193098470606	5.7	0	0
233Fr	87	233	0	0	0	100	0	4585.9906	21.3694	351.779	21.596	0	0	0	0	0.9	0.1	0	0	0	0	0	0	0.671603	0.020264396232015	0.02021456342957	0.673098	0.020193910711984	0.020193102457116	0.1	0	0
#additional	data	from	WC12																													
125Sn	50	125	0	0	0	100	0	0	0	0	0	0	0	0	0	832896	2592	0	0	0	0	0	0	0.668	0.02	0.02	0.668	0.02	0.02	2592	0	0
127Sn	50	127	0	0	0	100	0	0	0	0	0	0	0	0	0	7560	144	0	0	0	0	0	0	0.668	0.02	0.02	0.668	0.02	0.02	144	0	0
128Sn	50	128	0	0	0	100	0	0	0	0	0	0	0	0	0	3544.2	8.4	0	0	0	0	0	0	0.668	0.02	0.02	0.668	0.02	0.02	8.4	0	0
