#nucid	Z	A	liso	energy_[keV]	D_energy_[keV]	beta-_%	D_beta-	Qb	D_Qb	Qb1n	D_Qb1n	Qb2n	D_Qb2n	Qb3n	D_Qb3n	T12	D_T12	P1n	D_P1n	P2n	D_P2n	P3n	D_P3n	Neueff_1n	lowerEff	upperEff	Neueff_2n	lowerEff	upperEff	D_T12_Hi	D_P1n_Hi	D_P2n_Hi	b_br	D_b_br	D_b_br_Hi	a_br	D_a_br	D_a_br_Hi
227Tl	81	227	0	0	0	100	0	6404.35	1000	3579.35	1000	-84.653	1414.21	0	0	0.13957	0.138174	0.84	0.756	0	0	0	0	0.663861	0.0232065	0.0202456	0.668	0.02	0.02	13.8174	7.56	0	100	0	0	0	0	0
228Tl	81	228	0	0	0	100	0	7972.35	1000	3882.35	1000	1897.35	1414.21	0	0	0.10838	0.107296	0.67	0.603	0.01	0.009	0	0	0.655745	0.0350059	0.0223339	0.668	0.02	0.02	10.7296	6.03	0.09	100	0	0	0	0	0
229Tl	81	229	0	0	0	100	0	7421.35	1000	4850.35	1000	1785.35	1414.21	0	0	0.09767	0.0966933	0.84	0.756	0	0	0	0	0.65999	0.0292083	0.0209659	0.668	0.02	0.02	9.66933	7.56	0	100	0	0	0	0	0
230Tl	81	230	0	0	0	100	0	9139.35	1000	5331.35	1000	3934.35	1414.21	0	0	0.05163	0.0511137	0.76	0.684	0.02	0.018	0	0	0.649391	0.0416713	0.023954	0.666641	0.0207692	0.0200136	5.11137	6.84	0.18	100	0	0	0	0	0
231Tl	81	231	0	0	0	100	0	8763.35	1000	6469.35	1000	4009.35	1414.21	0	0	0.05667	0.0561033	0.9	0.81	0	0	0	0	0.652247	0.0362436	0.0232978	0.666611	0.0208265	0.0200149	5.61033	8.1	0	100	0	0	0	0	0
232Tl	81	232	0	0	0	100	0	10588.3	1000	7092.35	1000	6253.35	1414.21	0	0	0.04889	0.0484011	0.85	0.765	0.07	0.063	0	0	0.639509	0.0441779	0.0287275	0.663477	0.0230224	0.0203145	4.84011	7.65	0.63	100	0	0	0	0	0
233Tl	81	233	0	0	0	100	0	10359.3	1000	8361.35	1000	6465.35	1414.21	0	0	0.03707	0.0366993	0.94	0.846	0.01	0.009	0	0	0.643151	0.0433072	0.0271646	0.663343	0.023102	0.0203174	3.66993	8.46	0.09	100	0	0	0	0	0
219Pb	82	219	0	0	0	100	0	4300	447	-668	401	-4253	490.112	0	0	16.792	16.624	0	0	0	0	0	0	0.668	0.02	0.02	0.668	0.02	0.02	1662.4	0	0	100	0	0	0	0	0
220Pb	82	220	0	0	0	100	0	3171	500	-261	447	-5228	583.61	0	0	6.92232	6.8531	0	0	0	0	0	0	0.668	0.02	0.02	0.668	0.02	0.02	685.31	0	0	100	0	0	0	0	0
221Pb	82	221	0	0	0	100	0	4860.35	1000	137.347	1000	-3017.65	1414.21	0	0	0.5312	0.525888	0	0	0	0	0	0	0.666793	0.0210051	0.0200183	0.668	0.02	0.02	52.5888	0	0	100	0	0	0	0	0
222Pb	82	222	0	0	0	100	0	4027.35	1000	344.347	1000	-3661.65	1414.21	0	0	1.51068	1.49557	0	0	0	0	0	0	0.668	0.02	0.02	0.668	0.02	0.02	149.557	0	0	100	0	0	0	0	0
223Pb	82	223	0	0	0	100	0	5568.35	1000	1007.35	1000	-1961.65	1414.21	0	0	0.93147	0.922155	0.01	0.009	0	0	0	0	0.665131	0.0231676	0.0200315	0.668	0.02	0.02	92.2155	0.09	0	100	0	0	0	0	0
224Pb	82	224	0	0	0	100	0	4537.35	1000	1009.35	1000	-3034.65	1414.21	0	0	0.72916	0.721868	0.01	0.009	0	0	0	0	0.668	0.02	0.02	0.668	0.02	0.02	72.1868	0.09	0	100	0	0	0	0	0
225Pb	82	225	0	0	0	100	0	5828.35	1000	1479.35	1000	-1780.65	1414.21	0	0	0.36648	0.362815	0.02	0.018	0	0	0	0	0.664155	0.0232748	0.0201935	0.668	0.02	0.02	36.2815	0.18	0	100	0	0	0	0	0
226Pb	82	226	0	0	0	100	0	4779.35	1000	1483.35	1000	-2614.65	1414.21	0	0	0.57998	0.57418	0.04	0.036	0	0	0	0	0.668	0.02	0.02	0.668	0.02	0.02	57.418	0.36	0	100	0	0	0	0	0
227Pb	82	227	0	0	0	100	0	6277.35	1000	1954.35	1000	-883.653	1414.21	0	0	0.31545	0.312296	0.06	0.054	0	0	0	0	0.662892	0.0254909	0.0204806	0.668	0.02	0.02	31.2296	0.54	0	100	0	0	0	0	0
228Pb	82	228	0	0	0	100	0	5594.35	1000	2187.35	1000	-1311.65	1414.21	0	0	0.26082	0.258212	0.1	0.09	0	0	0	0	0.667109	0.0380146	0.0200162	0.668	0.02	0.02	25.8212	0.9	0	100	0	0	0	0	0
229Pb	82	229	0	0	0	100	0	7187.35	1000	3023.35	1000	535.347	1414.21	0	0	0.17703	0.17526	0.15	0.135	0	0	0	0	0.658335	0.0296357	0.0214441	0.668	0.02	0.02	17.526	1.35	0	100	0	0	0	0	0
230Pb	82	230	0	0	0	100	0	6555.35	1000	3379.35	1000	184.347	1414.21	0	0	0.18814	0.186259	0.2	0.18	0	0	0	0	0.664259	0.0232991	0.0201765	0.668	0.02	0.02	18.6259	1.8	0	100	0	0	0	0	0
231Pb	82	231	0	0	0	100	0	8164.35	1000	4261.35	1000	2070.35	1414.21	0	0	0.09102	0.0901098	0.18	0.162	0	0	0	0	0.653287	0.0354792	0.023035	0.668	0.02	0.02	9.01098	1.62	0	100	0	0	0	0	0
232Pb	82	232	0	0	0	100	0	7584.35	1000	4668.35	1000	1801.35	1414.21	0	0	0.11401	0.11287	0.32	0.288	0	0	0	0	0.660916	0.0281724	0.0207705	0.668	0.02	0.02	11.287	2.88	0	100	0	0	0	0	0
233Pb	82	233	0	0	0	100	0	9184.35	1000	5586.35	1000	3695.35	1414.21	0	0	0.09386	0.0929214	0.47	0.423	0	0	0	0	0.648545	0.0419732	0.0243745	0.666733	0.0206048	0.0200106	9.29214	4.23	0	100	0	0	0	0	0
234Pb	82	234	0	0	0	100	0	8621.35	1000	5994.35	1000	3438.35	1414.21	0	0	0.0676	0.066924	0.49	0.441	0	0	0	0	0.655799	0.0349776	0.0223126	0.666879	0.0204561	0.0200094	6.6924	4.41	0	100	0	0	0	0	0
221Bi	83	221	0	0	0	100	0	4426	301	865	300	-4624.24	302.05	0	0	4.97564	4.92588	0.02	0.018	0	0	0	0	0.668	0.02	0.02	0.668	0.02	0.02	492.588	0.18	0	100	0	0	0	0	0
222Bi	83	222	0	0	0	100	0	6464	303	1105	301	-2455.83	306.148	0	0	3.93335	3.89402	0.07	0.063	0	0	0	0	0.668	0.02	0.02	0.668	0.02	0.02	389.402	0.63	0	100	0	0	0	0	0
223Bi	83	223	0	0	0	100	0	5161	445	1682	402	-3677	486.656	0	0	3.4066	3.37253	0.17	0.153	0	0	0	0	0.666794	0.0204577	0.020013	0.668	0.02	0.02	337.253	1.53	0	100	0	0	0	0	0
224Bi	83	224	0	0	0	100	0	7159	445	1920	445	-1560	487.878	0	0	2.27951	2.25671	0.12	0.108	0	0	0	0	0.666598	0.0208061	0.0200199	0.668	0.02	0.02	225.671	1.08	0	100	0	0	0	0	0
225Bi	83	225	0	0	0	100	0	5814.35	1000	2280.35	1000	-2056.65	1414.21	0	0	1.44616	1.4317	0.26	0.234	0	0	0	0	0.667182	0.0356789	0.020017	0.668	0.02	0.02	143.17	2.34	0	100	0	0	0	0	0
226Bi	83	226	0	0	0	100	0	7393.35	1000	2518.35	1000	-245.653	1414.21	0	0	0.65074	0.644233	0.16	0.144	0	0	0	0	0.660861	0.0282731	0.0207811	0.668	0.02	0.02	64.4233	1.44	0	100	0	0	0	0	0
227Bi	83	227	0	0	0	100	0	6413.35	1000	3070.35	1000	-1197.65	1414.21	0	0	1.18082	1.16901	0.4	0.36	0	0	0	0	0.668	0.02	0.02	0.668	0.02	0.02	116.901	3.6	0	100	0	0	0	0	0
228Bi	83	228	0	0	0	100	0	7635.35	1000	3006.35	1000	-85.653	1414.21	0	0	0.45633	0.451767	0.22	0.198	0	0	0	0	0.660273	0.0289531	0.0209033	0.668	0.02	0.02	45.1767	1.98	0	100	0	0	0	0	0
229Bi	83	229	0	0	0	100	0	6562.35	1000	3471.35	1000	-1000.65	1414.21	0	0	0.48209	0.477269	0.54	0.486	0	0	0	0	0.665768	0.0226697	0.0199947	0.668	0.02	0.02	47.7269	4.86	0	100	0	0	0	0	0
230Bi	83	230	0	0	0	100	0	7969.35	1000	3386.35	1000	638.347	1414.21	0	0	0.29502	0.29207	0.42	0.378	0	0	0	0	0.657446	0.0300758	0.0217467	0.668	0.02	0.02	29.207	3.78	0	100	0	0	0	0	0
231Bi	83	231	0	0	0	100	0	7283.35	1000	4066.35	1000	214.347	1414.21	0	0	0.15598	0.15442	0.44	0.396	0	0	0	0	0.662975	0.0250444	0.0204815	0.668	0.02	0.02	15.442	3.96	0	100	0	0	0	0	0
232Bi	83	232	0	0	0	100	0	8862.35	1000	4367.35	1000	2051.35	1414.21	0	0	0.09735	0.0963765	0.42	0.378	0	0	0	0	0.652791	0.0353991	0.0231808	0.668	0.02	0.02	9.63765	3.78	0	100	0	0	0	0	0
233Bi	83	233	0	0	0	100	0	8231.35	1000	5264.35	1000	1724.35	1414.21	0	0	0.10334	0.102307	0.6	0.54	0	0	0	0	0.658211	0.0296505	0.0214857	0.668	0.02	0.02	10.2307	5.4	0	100	0	0	0	0	0
234Bi	83	234	0	0	0	100	0	9811.35	1000	5604.35	1000	3593.35	1414.21	0	0	0.13805	0.136669	0.78	0.702	0.01	0.009	0	0	0.648468	0.0420033	0.0244148	0.666772	0.020543	0.0200097	13.6669	7.02	0.09	100	0	0	0	0	0
235Bi	83	235	0	0	0	100	0	9233.35	1000	6528.35	1000	3329.35	1414.21	0	0	0.10055	0.0995445	0.84	0.756	0	0	0	0	0.652774	0.0354129	0.0231858	0.66697	0.020428	0.0200102	9.95445	7.56	0	100	0	0	0	0	0
220Po	84	220	0	0	0	100	0	887.714	22.5491	-3203.88	17.9919	-8979.39	28.914	0	0	421.174	416.963	0	0	0	0	0	0	0.668	0.02	0.02	0.668	0.02	0.02	41696.3	0	0	100	0	0	0	0	0
223Po	84	223	0	0	0	100	0	3651	196	-1946	196	-5846.36	196.994	0	0	4.00515	3.9651	0	0	0	0	0	0	0.668	0.02	0.02	0.668	0.02	0.02	396.51	0	0	100	0	0	0	0	0
224Po	84	224	0	0	0	100	0	2199	197	-1589	196	-7185.65	198.896	0	0	12.2657	12.143	0	0	0	0	0	0	0.668	0.02	0.02	0.668	0.02	0.02	1214.3	0	0	100	0	0	0	0	0
225Po	84	225	0	0	0	100	0	4280	424	-1202	301	-4991	519.4	0	0	6.78719	6.71932	0	0	0	0	0	0	0.668	0.02	0.02	0.668	0.02	0.02	671.932	0	0	100	0	0	0	0	0
226Po	84	226	0	0	0	100	0	2889	500	-822	500	-6305	583.61	0	0	4.05044	4.00994	0	0	0	0	0	0	0.668	0.02	0.02	0.668	0.02	0.02	400.994	0	0	100	0	0	0	0	0
227Po	84	227	0	0	0	100	0	4850	500	-451	500	-4162	655.573	0	0	1.3363	1.32294	0	0	0	0	0	0	0.668	0.02	0.02	0.668	0.02	0.02	132.294	0	0	100	0	0	0	0	0
228Po	84	228	0	0	0	100	0	4262.35	1000	421.347	1000	-3703.65	1414.21	0	0	2.08545	2.0646	0	0	0	0	0	0	0.668	0.02	0.02	0.668	0.02	0.02	206.46	0	0	100	0	0	0	0	0
229Po	84	229	0	0	0	100	0	5846.35	1000	1171.35	1000	-1865.65	1414.21	0	0	0.91533	0.906177	0	0	0	0	0	0	0.664189	0.0232852	0.020187	0.668	0.02	0.02	90.6177	0	0	100	0	0	0	0	0
230Po	84	230	0	0	0	100	0	4889.35	1000	1263.35	1000	-2776.65	1414.21	0	0	0.8705	0.861795	0	0	0	0	0	0	0.668	0.02	0.02	0.668	0.02	0.02	86.1795	0	0	100	0	0	0	0	0
231Po	84	231	0	0	0	100	0	6067.35	1000	1672.35	1000	-1723.65	1414.21	0	0	0.54236	0.536936	0.01	0.009	0	0	0	0	0.66377	0.0231896	0.0202611	0.668	0.02	0.02	53.6936	0.09	0	100	0	0	0	0	0
232Po	84	232	0	0	0	100	0	4925.35	1000	1572.35	1000	-2776.65	1414.21	0	0	0.57917	0.573378	0.02	0.018	0	0	0	0	0.668	0.02	0.02	0.668	0.02	0.02	57.3378	0.18	0	100	0	0	0	0	0
233Po	84	233	0	0	0	100	0	6361.35	1000	1958.35	1000	-1091.65	1414.21	0	0	0.22652	0.224255	0.04	0.036	0	0	0	0	0.662952	0.0251754	0.0204823	0.668	0.02	0.02	22.4255	0.36	0	100	0	0	0	0	0
234Po	84	234	0	0	0	100	0	5691.35	1000	2154.35	1000	-1474.65	1414.21	0	0	0.27573	0.272973	0.08	0.072	0	0	0	0	0.667142	0.0222469	0.0200165	0.668	0.02	0.02	27.2973	0.72	0	100	0	0	0	0	0
235Po	84	235	0	0	0	100	0	7251.35	1000	2986.35	1000	347.347	1414.21	0	0	0.23904	0.23665	0.17	0.153	0	0	0	0	0.658613	0.0296128	0.0213558	0.668	0.02	0.02	23.665	1.53	0	100	0	0	0	0	0
236Po	84	236	0	0	0	100	0	6622.35	1000	3342.35	1000	15.347	1414.21	0	0	0.15821	0.156628	0.22	0.198	0	0	0	0	0.664377	0.0233294	0.0201574	0.668	0.02	0.02	15.6628	1.98	0	100	0	0	0	0	0
225At	85	225	0	0	0	100	0	3765	300	-217	300	-6233.23	300.309	0	0	4.70464	4.65759	0	0	0	0	0	0	0.668	0.02	0.02	0.668	0.02	0.02	465.759	0	0	100	0	0	0	0	0
226At	85	226	0	0	0	100	0	5913	300	55	300	-3927.54	300.343	0	0	14.157	14.0154	0	0	0	0	0	0	0.668	0.02	0.02	0.668	0.02	0.02	1401.54	0	0	100	0	0	0	0	0
227At	85	227	0	0	0	100	0	4544	300	612	300	-5246.94	300.537	0	0	8.89936	8.81037	0	0	0	0	0	0	0.668	0.02	0.02	0.668	0.02	0.02	881.037	0	0	100	0	0	0	0	0
228At	85	228	0	0	0	100	0	6637	400	923	400	-3009.36	400.527	0	0	2.30294	2.27991	0	0	0	0	0	0	0.668	0.02	0.02	0.668	0.02	0.02	227.991	0	0	100	0	0	0	0	0
229At	85	229	0	0	0	100	0	5527	400	1575	400	-4139.07	400.461	0	0	2.40203	2.37801	0.03	0.027	0	0	0	0	0.666979	0.0204022	0.0200134	0.668	0.02	0.02	237.801	0.27	0	100	0	0	0	0	0
230At	85	230	0	0	0	100	0	6802.35	1000	1636.35	1000	-1492.65	1414.21	0	0	0.77255	0.764824	0.02	0.018	0	0	0	0	0.663226	0.0239813	0.0204093	0.668	0.02	0.02	76.4825	0.18	0	100	0	0	0	0	0
231At	85	231	0	0	0	100	0	6040.35	1000	2407.35	1000	-1973.65	1414.21	0	0	1.84227	1.82385	0.12	0.108	0	0	0	0	0.666841	0.0209609	0.0200173	0.668	0.02	0.02	182.385	1.08	0	100	0	0	0	0	0
232At	85	232	0	0	0	100	0	7607.35	1000	2687.35	1000	-132.653	1414.21	0	0	0.99072	0.980813	0.09	0.081	0	0	0	0	0.660062	0.02916	0.0209536	0.668	0.02	0.02	98.0813	0.81	0	100	0	0	0	0	0
233At	85	233	0	0	0	100	0	6589.35	1000	3204.35	1000	-1158.65	1414.21	0	0	1.01848	1.0083	0.29	0.261	0	0	0	0	0.66637	0.0222044	0.0199925	0.668	0.02	0.02	100.83	2.61	0	100	0	0	0	0	0
234At	85	234	0	0	0	100	0	7680.35	1000	3052.35	1000	-250.653	1414.21	0	0	0.36878	0.365092	0.22	0.198	0	0	0	0	0.660626	0.028637	0.0208278	0.668	0.02	0.02	36.5092	1.98	0	100	0	0	0	0	0
235At	85	235	0	0	0	100	0	6499.35	1000	3415.35	1000	-1292.65	1414.21	0	0	0.55165	0.546133	0.46	0.414	0	0	0	0	0.66633	0.0222838	0.0199935	0.668	0.02	0.02	54.6133	4.14	0	100	0	0	0	0	0
236At	85	236	0	0	0	100	0	8042.35	1000	3219.35	1000	505.347	1414.21	0	0	0.21679	0.214622	0.35	0.315	0	0	0	0	0.657482	0.0300138	0.0217364	0.668	0.02	0.02	21.4622	3.15	0	100	0	0	0	0	0
237At	85	237	0	0	0	100	0	7385.35	1000	4069.35	1000	139.347	1414.21	0	0	0.1536	0.152064	0.56	0.504	0	0	0	0	0.662921	0.0253463	0.0204832	0.668	0.02	0.02	15.2064	5.04	0	100	0	0	0	0	0
230Rn	86	230	0	0	0	100	0	2683	200	-1570	200	-7357.09	200.22	0	0	13.5524	13.4169	0	0	0	0	0	0	0.668	0.02	0.02	0.668	0.02	0.02	1341.69	0	0	100	0	0	0	0	0
231Rn	86	231	0	0	0	100	0	4469	300	-1009	300	-5261.31	300.141	0	0	4.74237	4.69495	0	0	0	0	0	0	0.668	0.02	0.02	0.668	0.02	0.02	469.495	0	0	100	0	0	0	0	0
232Rn	86	232	0	0	0	100	0	3689.35	1000	-413.653	1000	-4858.65	1414.21	0	0	5.54486	5.48941	0	0	0	0	0	0	0.668	0.02	0.02	0.668	0.02	0.02	548.941	0	0	100	0	0	0	0	0
233Rn	86	233	0	0	0	100	0	5246.35	1000	304.347	1000	-3050.65	1414.21	0	0	1.98134	1.96153	0	0	0	0	0	0	0.668	0.02	0.02	0.668	0.02	0.02	196.153	0	0	100	0	0	0	0	0
234Rn	86	234	0	0	0	100	0	4499.35	1000	618.347	1000	-3505.65	1414.21	0	0	2.29003	2.26713	0	0	0	0	0	0	0.668	0.02	0.02	0.668	0.02	0.02	226.713	0	0	100	0	0	0	0	0
235Rn	86	235	0	0	0	100	0	6076.35	1000	1415.35	1000	-1627.65	1414.21	0	0	0.66676	0.660092	0	0	0	0	0	0	0.663456	0.0232304	0.0203357	0.668	0.02	0.02	66.0092	0	0	100	0	0	0	0	0
236Rn	86	236	0	0	0	100	0	4862.35	1000	1253.35	1000	-3035.65	1414.21	0	0	1.09194	1.08102	0	0	0	0	0	0	0.668	0.02	0.02	0.668	0.02	0.02	108.102	0	0	100	0	0	0	0	0
237Rn	86	237	0	0	0	100	0	5886.35	1000	1546.35	1000	-2243.65	1414.21	0	0	0.72722	0.719948	0.01	0.009	0	0	0	0	0.664965	0.0231039	0.0200745	0.668	0.02	0.02	71.9948	0.09	0	100	0	0	0	0	0
238Rn	86	238	0	0	0	100	0	4923.35	1000	1350.35	1000	-2920.65	1414.21	0	0	0.52231	0.517087	0.03	0.027	0	0	0	0	0.668	0.02	0.02	0.668	0.02	0.02	51.7087	0.27	0	100	0	0	0	0	0
234Fr	87	234	0	0	0	100	0	6226.35	1000	813.347	1000	-2591.65	1414.21	0	0	1.51834	1.50316	0	0	0	0	0	0	0.665947	0.0225317	0.0199908	0.668	0.02	0.02	150.316	0	0	100	0	0	0	0	0
235Fr	87	235	0	0	0	100	0	5437.35	1000	1565.35	1000	-3097.65	1414.21	0	0	1.50644	1.49138	0.01	0.009	0	0	0	0	0.668	0.02	0.02	0.668	0.02	0.02	149.138	0.09	0	100	0	0	0	0	0
236Fr	87	236	0	0	0	100	0	6991.35	1000	1828.35	1000	-1270.65	1414.21	0	0	0.68654	0.679675	0.01	0.009	0	0	0	0	0.662944	0.0252321	0.0204851	0.668	0.02	0.02	67.9675	0.09	0	100	0	0	0	0	0
237Fr	87	237	0	0	0	100	0	6265.35	1000	2651.35	1000	-1675.65	1414.21	0	0	0.86735	0.858676	0.08	0.072	0	0	0	0	0.668	0.02	0.02	0.668	0.02	0.02	85.8676	0.72	0	100	0	0	0	0	0
238Fr	87	238	0	0	0	100	0	7549.35	1000	2692.35	1000	-354.653	1414.21	0	0	0.56568	0.560023	0.09	0.081	0	0	0	0	0.661167	0.0278033	0.0207327	0.668	0.02	0.02	56.0023	0.81	0	100	0	0	0	0	0
239Fr	87	239	0	0	0	100	0	6280.35	1000	2968.35	1000	-1865.65	1414.21	0	0	0.49075	0.485843	0.23	0.207	0	0	0	0	0.66677	0.0211047	0.0200191	0.668	0.02	0.02	48.5842	2.07	0	100	0	0	0	0	0
235Ra	88	235	0	0	0	100	0	3773	300	-1783	300	-6320.51	300.608	0	0	7.82696	7.74869	0	0	0	0	0	0	0.668	0.02	0.02	0.668	0.02	0.02	774.869	0	0	100	0	0	0	0	0
236Ra	88	236	0	0	0	100	0	3098.35	1000	-1239.65	1000	-5930.65	1414.21	0	0	17.5303	17.355	0	0	0	0	0	0	0.668	0.02	0.02	0.668	0.02	0.02	1735.5	0	0	100	0	0	0	0	0
237Ra	88	237	0	0	0	100	0	4660.35	1000	-515.653	1000	-4110.65	1414.21	0	0	2.28835	2.26547	0	0	0	0	0	0	0.668	0.02	0.02	0.668	0.02	0.02	226.547	0	0	100	0	0	0	0	0
238Ra	88	238	0	0	0	100	0	3888.35	1000	-196.653	1000	-4575.65	1414.21	0	0	4.89017	4.84127	0	0	0	0	0	0	0.668	0.02	0.02	0.668	0.02	0.02	484.127	0	0	100	0	0	0	0	0
239Ra	88	239	0	0	0	100	0	5455.35	1000	576.347	1000	-2704.65	1414.21	0	0	2.99742	2.96745	0	0	0	0	0	0	0.666397	0.0221562	0.0199922	0.668	0.02	0.02	296.745	0	0	100	0	0	0	0	0
240Ra	88	240	0	0	0	100	0	4628.35	1000	826.347	1000	-3303.65	1414.21	0	0	1.90427	1.88523	0	0	0	0	0	0	0.668	0.02	0.02	0.668	0.02	0.02	188.523	0	0	100	0	0	0	0	0
237Ac	89	237	0	0	0	100	0	4065	400	-306	400	-6140.29	400.526	0	0	16.2685	16.1058	0	0	0	0	0	0	0.668	0.02	0.02	0.668	0.02	0.02	1610.58	0	0	100	0	0	0	0	0
238Ac	89	238	0	0	0	100	0	5622.35	1000	-16.653	1000	-3632.65	1414.21	0	0	4.16082	4.11921	0	0	0	0	0	0	0.668	0.02	0.02	0.668	0.02	0.02	411.921	0	0	100	0	0	0	0	0
239Ac	89	239	0	0	0	100	0	4826.35	1000	743.347	1000	-4130.65	1414.21	0	0	9.28314	9.19031	0	0	0	0	0	0	0.668	0.02	0.02	0.668	0.02	0.02	919.031	0	0	100	0	0	0	0	0
240Ac	89	240	0	0	0	100	0	6376.35	1000	1024.35	1000	-2297.65	1414.21	0	0	6.51138	6.44627	0.01	0.009	0	0	0	0	0.664899	0.0231536	0.0200811	0.668	0.02	0.02	644.627	0.09	0	100	0	0	0	0	0
241Ac	89	241	0	0	0	100	0	5620.35	1000	1816.35	1000	-2734.65	1414.21	0	0	3.54619	3.51073	0.05	0.045	0	0	0	0	0.668	0.02	0.02	0.668	0.02	0.02	351.073	0.45	0	100	0	0	0	0	0
239Th	90	239	0	0	0	100	0	3162	445	-2466	400	-7171	486.252	0	0	12.3888	12.265	0	0	0	0	0	0	0.668	0.02	0.02	0.668	0.02	0.02	1226.5	0	0	100	0	0	0	0	0
240Th	90	240	0	0	0	100	0	2479.35	1000	-2067.65	1000	-6949.65	1414.21	0	0	45.8223	45.3641	0	0	0	0	0	0	0.668	0.02	0.02	0.668	0.02	0.02	4536.41	0	0	100	0	0	0	0	0
241Th	90	241	0	0	0	100	0	4043.35	1000	-1324.65	1000	-5104.65	1414.21	0	0	23.7046	23.4675	0	0	0	0	0	0	0.668	0.02	0.02	0.668	0.02	0.02	2346.75	0	0	100	0	0	0	0	0
242Th	90	242	0	0	0	100	0	3268.35	1000	-1004.65	1000	-5575.65	1414.21	0	0	10.3274	10.2241	0	0	0	0	0	0	0.668	0.02	0.02	0.668	0.02	0.02	1022.41	0	0	100	0	0	0	0	0
240Pa	91	240	0	0	0	100	0	4295	200	-1634	200	-6439.87	200.02	0	0	23.1444	22.913	0	0	0	0	0	0	0.668	0.02	0.02	0.668	0.02	0.02	2291.3	0	0	100	0	0	0	0	0
241Pa	91	241	0	0	0	100	0	3543	358	-1046	300	-6975	408.142	0	0	83.9783	83.1385	0	0	0	0	0	0	0.668	0.02	0.02	0.668	0.02	0.02	8313.85	0	0	100	0	0	0	0	0
242Pa	91	242	0	0	0	100	0	4949.35	1000	-881.653	1000	-4684.65	1414.21	0	0	6.60381	6.53777	0	0	0	0	0	0	0.668	0.02	0.02	0.668	0.02	0.02	653.777	0	0	100	0	0	0	0	0
243Pa	91	243	0	0	0	100	0	4175.35	1000	-103.653	1000	-5142.65	1414.21	0	0	4.16877	4.12708	0	0	0	0	0	0	0.668	0.02	0.02	0.668	0.02	0.02	412.708	0	0	100	0	0	0	0	0
241U	92	241	0	0	0	100	0	1882	220	-4191	196	-9256.53	241.663	0	0	104.672	103.625	0	0	0	0	0	0	0.668	0.02	0.02	0.668	0.02	0.02	10362.5	0	0	100	0	0	0	0	0
243U	92	243	0	0	0	100	0	2674	302	-3008	361	-7978	319.733	0	0	425.367	421.113	0	0	0	0	0	0	0.668	0.02	0.02	0.668	0.02	0.02	42111.3	0	0	100	0	0	0	0	0
